,max_depth,min_samples_split,min_samples_leaf,Accuracy,AUC_ROC
170,2.0,6.0,5.0,0.8917525773195877,0.9049891848616154
171,2.0,6.0,7.0,0.8917525773195877,0.9049891848616154
172,2.0,6.0,9.0,0.8917525773195877,0.9049891848616154
173,2.0,6.0,11.0,0.8917525773195877,0.9049891848616154
174,2.0,6.0,13.0,0.8917525773195877,0.9049891848616154
175,2.0,6.0,15.0,0.8917525773195877,0.9049891848616154
176,2.0,6.0,17.0,0.8917525773195877,0.9049891848616154
177,2.0,6.0,19.0,0.8917525773195877,0.9049891848616154
178,2.0,6.0,21.0,0.8917525773195877,0.9049891848616154
179,2.0,6.0,23.0,0.8917525773195877,0.9049891848616154
180,2.0,8.0,1.0,0.8917525773195877,0.9049891848616154
181,2.0,8.0,3.0,0.8917525773195877,0.9049891848616154
182,2.0,8.0,5.0,0.8917525773195877,0.9049891848616154
183,2.0,8.0,7.0,0.8917525773195877,0.9049891848616154
184,2.0,8.0,9.0,0.8917525773195877,0.9049891848616154
185,2.0,8.0,11.0,0.8917525773195877,0.9049891848616154
186,2.0,8.0,13.0,0.8917525773195877,0.9049891848616154
187,2.0,8.0,15.0,0.8917525773195877,0.9049891848616154
188,2.0,8.0,17.0,0.8917525773195877,0.9049891848616154
189,2.0,8.0,19.0,0.8917525773195877,0.9049891848616154
190,2.0,8.0,21.0,0.8917525773195877,0.9049891848616154
191,2.0,8.0,23.0,0.8917525773195877,0.9049891848616154
192,2.0,10.0,1.0,0.8917525773195877,0.9049891848616154
193,2.0,10.0,3.0,0.8917525773195877,0.9049891848616154
194,2.0,10.0,5.0,0.8917525773195877,0.9049891848616154
195,2.0,10.0,7.0,0.8917525773195877,0.9049891848616154
196,2.0,10.0,9.0,0.8917525773195877,0.9049891848616154
197,2.0,10.0,11.0,0.8917525773195877,0.9049891848616154
198,2.0,10.0,13.0,0.8917525773195877,0.9049891848616154
199,2.0,10.0,15.0,0.8917525773195877,0.9049891848616154
200,2.0,10.0,17.0,0.8917525773195877,0.9049891848616154
201,2.0,10.0,19.0,0.8917525773195877,0.9049891848616154
202,2.0,10.0,21.0,0.8917525773195877,0.9049891848616154
203,2.0,10.0,23.0,0.8917525773195877,0.9049891848616154
204,2.0,12.0,1.0,0.8917525773195877,0.9049891848616154
205,2.0,12.0,3.0,0.8917525773195877,0.9049891848616154
206,2.0,12.0,5.0,0.8917525773195877,0.9049891848616154
207,2.0,12.0,7.0,0.8917525773195877,0.9049891848616154
208,2.0,12.0,9.0,0.8917525773195877,0.9049891848616154
209,2.0,12.0,11.0,0.8917525773195877,0.9049891848616154
210,2.0,12.0,13.0,0.8917525773195877,0.9049891848616154
211,2.0,12.0,15.0,0.8917525773195877,0.9049891848616154
212,2.0,12.0,17.0,0.8917525773195877,0.9049891848616154
213,2.0,12.0,19.0,0.8917525773195877,0.9049891848616154
214,2.0,12.0,21.0,0.8917525773195877,0.9049891848616154
215,2.0,12.0,23.0,0.8917525773195877,0.9049891848616154
216,2.0,14.0,1.0,0.8917525773195877,0.9049891848616154
217,2.0,14.0,3.0,0.8917525773195877,0.9049891848616154
218,2.0,14.0,5.0,0.8917525773195877,0.9049891848616154
219,2.0,14.0,7.0,0.8917525773195877,0.9049891848616154
220,2.0,14.0,9.0,0.8917525773195877,0.9049891848616154
221,2.0,14.0,11.0,0.8917525773195877,0.9049891848616154
222,2.0,14.0,13.0,0.8917525773195877,0.9049891848616154
223,2.0,14.0,15.0,0.8917525773195877,0.9049891848616154
224,2.0,14.0,17.0,0.8917525773195877,0.9049891848616154
225,2.0,14.0,19.0,0.8917525773195877,0.9049891848616154
226,2.0,14.0,21.0,0.8917525773195877,0.9049891848616154
227,2.0,14.0,23.0,0.8917525773195877,0.9049891848616154
228,2.0,16.0,1.0,0.8917525773195877,0.9049891848616154
229,2.0,16.0,3.0,0.8917525773195877,0.9049891848616154
230,2.0,16.0,5.0,0.8917525773195877,0.9049891848616154
231,2.0,16.0,7.0,0.8917525773195877,0.9049891848616154
232,2.0,16.0,9.0,0.8917525773195877,0.9049891848616154
233,2.0,16.0,11.0,0.8917525773195877,0.9049891848616154
234,2.0,16.0,13.0,0.8917525773195877,0.9049891848616154
235,2.0,16.0,15.0,0.8917525773195877,0.9049891848616154
236,2.0,16.0,17.0,0.8917525773195877,0.9049891848616154
237,2.0,16.0,19.0,0.8917525773195877,0.9049891848616154
238,2.0,16.0,21.0,0.8917525773195877,0.9049891848616154
239,2.0,16.0,23.0,0.8917525773195877,0.9049891848616154
240,2.0,18.0,1.0,0.8917525773195877,0.9049891848616154
241,2.0,18.0,3.0,0.8917525773195877,0.9049891848616154
242,2.0,18.0,5.0,0.8917525773195877,0.9049891848616154
243,2.0,18.0,7.0,0.8917525773195877,0.9049891848616154
244,2.0,18.0,9.0,0.8917525773195877,0.9049891848616154
245,2.0,18.0,11.0,0.8917525773195877,0.9049891848616154
246,2.0,18.0,13.0,0.8917525773195877,0.9049891848616154
247,2.0,18.0,15.0,0.8917525773195877,0.9049891848616154
248,2.0,18.0,17.0,0.8917525773195877,0.9049891848616154
249,2.0,18.0,19.0,0.8917525773195877,0.9049891848616154
250,2.0,18.0,21.0,0.8917525773195877,0.9049891848616154
251,2.0,18.0,23.0,0.8917525773195877,0.9049891848616154
252,2.0,20.0,1.0,0.8917525773195877,0.9049891848616154
253,2.0,20.0,3.0,0.8917525773195877,0.9049891848616154
254,2.0,20.0,5.0,0.8917525773195877,0.9049891848616154
255,2.0,20.0,7.0,0.8917525773195877,0.9049891848616154
256,2.0,20.0,9.0,0.8917525773195877,0.9049891848616154
257,2.0,20.0,11.0,0.8917525773195877,0.9049891848616154
258,2.0,20.0,13.0,0.8917525773195877,0.9049891848616154
259,2.0,20.0,15.0,0.8917525773195877,0.9049891848616154
260,2.0,20.0,17.0,0.8917525773195877,0.9049891848616154
261,2.0,20.0,19.0,0.8917525773195877,0.9049891848616154
262,2.0,20.0,21.0,0.8917525773195877,0.9049891848616154
263,2.0,20.0,23.0,0.8917525773195877,0.9049891848616154
264,2.0,22.0,1.0,0.8917525773195877,0.9049891848616154
265,2.0,22.0,3.0,0.8917525773195877,0.9049891848616154
266,2.0,22.0,5.0,0.8917525773195877,0.9049891848616154
267,2.0,22.0,7.0,0.8917525773195877,0.9049891848616154
268,2.0,22.0,9.0,0.8917525773195877,0.9049891848616154
269,2.0,22.0,11.0,0.8917525773195877,0.9049891848616154
270,2.0,22.0,13.0,0.8917525773195877,0.9049891848616154
271,2.0,22.0,15.0,0.8917525773195877,0.9049891848616154
272,2.0,22.0,17.0,0.8917525773195877,0.9049891848616154
273,2.0,22.0,19.0,0.8917525773195877,0.9049891848616154
274,2.0,22.0,21.0,0.8917525773195877,0.9049891848616154
275,2.0,22.0,23.0,0.8917525773195877,0.9049891848616154
276,2.0,24.0,1.0,0.8917525773195877,0.9049891848616154
277,2.0,24.0,3.0,0.8917525773195877,0.9049891848616154
278,2.0,24.0,5.0,0.8917525773195877,0.9049891848616154
279,2.0,24.0,7.0,0.8917525773195877,0.9049891848616154
280,2.0,24.0,9.0,0.8917525773195877,0.9049891848616154
281,2.0,24.0,11.0,0.8917525773195877,0.9049891848616154
282,2.0,24.0,13.0,0.8917525773195877,0.9049891848616154
283,2.0,24.0,15.0,0.8917525773195877,0.9049891848616154
284,2.0,24.0,17.0,0.8917525773195877,0.9049891848616154
285,2.0,24.0,19.0,0.8917525773195877,0.9049891848616154
286,2.0,24.0,21.0,0.8917525773195877,0.9049891848616154
287,2.0,24.0,23.0,0.8917525773195877,0.9049891848616154
288,3.0,2.0,1.0,0.8917525773195877,0.9049891848616154
289,3.0,2.0,3.0,0.8917525773195877,0.9049891848616154
290,3.0,2.0,5.0,0.8917525773195877,0.9049891848616154
291,3.0,2.0,7.0,0.8917525773195877,0.9049891848616154
292,3.0,2.0,9.0,0.8917525773195877,0.9049891848616154
293,3.0,2.0,11.0,0.8917525773195877,0.9049891848616154
294,3.0,2.0,13.0,0.8917525773195877,0.9049891848616154
295,3.0,2.0,15.0,0.8917525773195877,0.9049891848616154
296,3.0,2.0,17.0,0.8917525773195877,0.9049891848616154
297,3.0,2.0,19.0,0.8917525773195877,0.9049891848616154
298,3.0,2.0,21.0,0.8917525773195877,0.9049891848616154
299,3.0,2.0,23.0,0.8917525773195877,0.9049891848616154
300,3.0,4.0,1.0,0.8917525773195877,0.9049891848616154
301,3.0,4.0,3.0,0.8917525773195877,0.9049891848616154
302,3.0,4.0,5.0,0.8917525773195877,0.9049891848616154
303,3.0,4.0,7.0,0.8917525773195877,0.9049891848616154
304,3.0,4.0,9.0,0.8917525773195877,0.9049891848616154
305,3.0,4.0,11.0,0.8917525773195877,0.9049891848616154
306,3.0,4.0,13.0,0.8917525773195877,0.9049891848616154
307,3.0,4.0,15.0,0.8917525773195877,0.9049891848616154
308,3.0,4.0,17.0,0.8917525773195877,0.9049891848616154
309,3.0,4.0,19.0,0.8917525773195877,0.9049891848616154
310,3.0,4.0,21.0,0.8917525773195877,0.9049891848616154
311,3.0,4.0,23.0,0.8917525773195877,0.9049891848616154
312,3.0,6.0,1.0,0.8917525773195877,0.9049891848616154
313,3.0,6.0,3.0,0.8917525773195877,0.9049891848616154
314,3.0,6.0,5.0,0.8917525773195877,0.9049891848616154
315,3.0,6.0,7.0,0.8917525773195877,0.9049891848616154
316,3.0,6.0,9.0,0.8917525773195877,0.9049891848616154
317,3.0,6.0,11.0,0.8917525773195877,0.9049891848616154
318,3.0,6.0,13.0,0.8917525773195877,0.9049891848616154
319,3.0,6.0,15.0,0.8917525773195877,0.9049891848616154
320,3.0,6.0,17.0,0.8917525773195877,0.9049891848616154
321,3.0,6.0,19.0,0.8917525773195877,0.9049891848616154
322,3.0,6.0,21.0,0.8917525773195877,0.9049891848616154
323,3.0,6.0,23.0,0.8917525773195877,0.9049891848616154
324,3.0,8.0,1.0,0.8917525773195877,0.9049891848616154
325,3.0,8.0,3.0,0.8917525773195877,0.9049891848616154
326,3.0,8.0,5.0,0.8917525773195877,0.9049891848616154
327,3.0,8.0,7.0,0.8917525773195877,0.9049891848616154
328,3.0,8.0,9.0,0.8917525773195877,0.9049891848616154
329,3.0,8.0,11.0,0.8917525773195877,0.9049891848616154
330,3.0,8.0,13.0,0.8917525773195877,0.9049891848616154
331,3.0,8.0,15.0,0.8917525773195877,0.9049891848616154
332,3.0,8.0,17.0,0.8917525773195877,0.9049891848616154
333,3.0,8.0,19.0,0.8917525773195877,0.9049891848616154
334,3.0,8.0,21.0,0.8917525773195877,0.9049891848616154
335,3.0,8.0,23.0,0.8917525773195877,0.9049891848616154
336,3.0,10.0,1.0,0.8917525773195877,0.9049891848616154
337,3.0,10.0,3.0,0.8917525773195877,0.9049891848616154
338,3.0,10.0,5.0,0.8917525773195877,0.9049891848616154
339,3.0,10.0,7.0,0.8917525773195877,0.9049891848616154
340,3.0,10.0,9.0,0.8917525773195877,0.9049891848616154
341,3.0,10.0,11.0,0.8917525773195877,0.9049891848616154
342,3.0,10.0,13.0,0.8917525773195877,0.9049891848616154
343,3.0,10.0,15.0,0.8917525773195877,0.9049891848616154
344,3.0,10.0,17.0,0.8917525773195877,0.9049891848616154
345,3.0,10.0,19.0,0.8917525773195877,0.9049891848616154
346,3.0,10.0,21.0,0.8917525773195877,0.9049891848616154
347,3.0,10.0,23.0,0.8917525773195877,0.9049891848616154
348,3.0,12.0,1.0,0.8917525773195877,0.9049891848616154
349,3.0,12.0,3.0,0.8917525773195877,0.9049891848616154
350,3.0,12.0,5.0,0.8917525773195877,0.9049891848616154
351,3.0,12.0,7.0,0.8917525773195877,0.9049891848616154
352,3.0,12.0,9.0,0.8917525773195877,0.9049891848616154
353,3.0,12.0,11.0,0.8917525773195877,0.9049891848616154
354,3.0,12.0,13.0,0.8917525773195877,0.9049891848616154
355,3.0,12.0,15.0,0.8917525773195877,0.9049891848616154
356,3.0,12.0,17.0,0.8917525773195877,0.9049891848616154
357,3.0,12.0,19.0,0.8917525773195877,0.9049891848616154
358,3.0,12.0,21.0,0.8917525773195877,0.9049891848616154
359,3.0,12.0,23.0,0.8917525773195877,0.9049891848616154
360,3.0,14.0,1.0,0.8917525773195877,0.9049891848616154
361,3.0,14.0,3.0,0.8917525773195877,0.9049891848616154
362,3.0,14.0,5.0,0.8917525773195877,0.9049891848616154
363,3.0,14.0,7.0,0.8917525773195877,0.9049891848616154
364,3.0,14.0,9.0,0.8917525773195877,0.9049891848616154
365,3.0,14.0,11.0,0.8917525773195877,0.9049891848616154
366,3.0,14.0,13.0,0.8917525773195877,0.9049891848616154
367,3.0,14.0,15.0,0.8917525773195877,0.9049891848616154
368,3.0,14.0,17.0,0.8917525773195877,0.9049891848616154
369,3.0,14.0,19.0,0.8917525773195877,0.9049891848616154
370,3.0,14.0,21.0,0.8917525773195877,0.9049891848616154
371,3.0,14.0,23.0,0.8917525773195877,0.9049891848616154
372,3.0,16.0,1.0,0.8917525773195877,0.9049891848616154
373,3.0,16.0,3.0,0.8917525773195877,0.9049891848616154
374,3.0,16.0,5.0,0.8917525773195877,0.9049891848616154
375,3.0,16.0,7.0,0.8917525773195877,0.9049891848616154
376,3.0,16.0,9.0,0.8917525773195877,0.9049891848616154
377,3.0,16.0,11.0,0.8917525773195877,0.9049891848616154
378,3.0,16.0,13.0,0.8917525773195877,0.9049891848616154
379,3.0,16.0,15.0,0.8917525773195877,0.9049891848616154
380,3.0,16.0,17.0,0.8917525773195877,0.9049891848616154
381,3.0,16.0,19.0,0.8917525773195877,0.9049891848616154
382,3.0,16.0,21.0,0.8917525773195877,0.9049891848616154
383,3.0,16.0,23.0,0.8917525773195877,0.9049891848616154
384,3.0,18.0,1.0,0.8917525773195877,0.9049891848616154
385,3.0,18.0,3.0,0.8917525773195877,0.9049891848616154
386,3.0,18.0,5.0,0.8917525773195877,0.9049891848616154
387,3.0,18.0,7.0,0.8917525773195877,0.9049891848616154
388,3.0,18.0,9.0,0.8917525773195877,0.9049891848616154
389,3.0,18.0,11.0,0.8917525773195877,0.9049891848616154
390,3.0,18.0,13.0,0.8917525773195877,0.9049891848616154
391,3.0,18.0,15.0,0.8917525773195877,0.9049891848616154
392,3.0,18.0,17.0,0.8917525773195877,0.9049891848616154
393,3.0,18.0,19.0,0.8917525773195877,0.9049891848616154
394,3.0,18.0,21.0,0.8917525773195877,0.9049891848616154
395,3.0,18.0,23.0,0.8917525773195877,0.9049891848616154
396,3.0,20.0,1.0,0.8917525773195877,0.9049891848616154
397,3.0,20.0,3.0,0.8917525773195877,0.9049891848616154
398,3.0,20.0,5.0,0.8917525773195877,0.9049891848616154
399,3.0,20.0,7.0,0.8917525773195877,0.9049891848616154
400,3.0,20.0,9.0,0.8917525773195877,0.9049891848616154
401,3.0,20.0,11.0,0.8917525773195877,0.9049891848616154
402,3.0,20.0,13.0,0.8917525773195877,0.9049891848616154
403,3.0,20.0,15.0,0.8917525773195877,0.9049891848616154
404,3.0,20.0,17.0,0.8917525773195877,0.9049891848616154
405,3.0,20.0,19.0,0.8917525773195877,0.9049891848616154
406,3.0,20.0,21.0,0.8917525773195877,0.9049891848616154
407,3.0,20.0,23.0,0.8917525773195877,0.9049891848616154
408,3.0,22.0,1.0,0.8917525773195877,0.9049891848616154
409,3.0,22.0,3.0,0.8917525773195877,0.9049891848616154
410,3.0,22.0,5.0,0.8917525773195877,0.9049891848616154
411,3.0,22.0,7.0,0.8917525773195877,0.9049891848616154
412,3.0,22.0,9.0,0.8917525773195877,0.9049891848616154
413,3.0,22.0,11.0,0.8917525773195877,0.9049891848616154
414,3.0,22.0,13.0,0.8917525773195877,0.9049891848616154
415,3.0,22.0,15.0,0.8917525773195877,0.9049891848616154
416,3.0,22.0,17.0,0.8917525773195877,0.9049891848616154
417,3.0,22.0,19.0,0.8917525773195877,0.9049891848616154
418,3.0,22.0,21.0,0.8917525773195877,0.9049891848616154
419,3.0,22.0,23.0,0.8917525773195877,0.9049891848616154
420,3.0,24.0,1.0,0.8917525773195877,0.9049891848616154
421,3.0,24.0,3.0,0.8917525773195877,0.9049891848616154
422,3.0,24.0,5.0,0.8917525773195877,0.9049891848616154
423,3.0,24.0,7.0,0.8917525773195877,0.9049891848616154
424,3.0,24.0,9.0,0.8917525773195877,0.9049891848616154
425,3.0,24.0,11.0,0.8917525773195877,0.9049891848616154
426,3.0,24.0,13.0,0.8917525773195877,0.9049891848616154
427,3.0,24.0,15.0,0.8917525773195877,0.9049891848616154
428,3.0,24.0,17.0,0.8917525773195877,0.9049891848616154
429,3.0,24.0,19.0,0.8917525773195877,0.9049891848616154
430,3.0,24.0,21.0,0.8917525773195877,0.9049891848616154
431,3.0,24.0,23.0,0.8917525773195877,0.9049891848616154
432,4.0,2.0,1.0,0.8919980363279333,0.9051217405349982
433,4.0,2.0,3.0,0.8919980363279333,0.9051217405349982
434,4.0,2.0,5.0,0.8919980363279333,0.9051217405349982
435,4.0,2.0,7.0,0.8919980363279333,0.9051217405349982
436,4.0,2.0,9.0,0.8919980363279333,0.9051217405349982
437,4.0,2.0,11.0,0.8919980363279333,0.9051217405349982
