,max_depth,min_samples_split,min_samples_leaf,Accuracy,AUC_ROC
324,3.0,8.0,1.0,0.84375,0.7760765550239234
325,3.0,8.0,3.0,0.84765625,0.7787081339712918
326,3.0,8.0,5.0,0.84375,0.7760765550239234
327,3.0,8.0,7.0,0.83984375,0.7685007974481658
328,3.0,8.0,9.0,0.83984375,0.7685007974481658
329,3.0,8.0,11.0,0.84375,0.7810207336523125
330,3.0,8.0,13.0,0.84375,0.7810207336523125
331,3.0,8.0,15.0,0.84375,0.7810207336523125
332,3.0,8.0,17.0,0.84375,0.7810207336523125
333,3.0,8.0,19.0,0.84375,0.7810207336523125
334,3.0,8.0,21.0,0.84375,0.7810207336523125
335,3.0,8.0,23.0,0.84375,0.7810207336523125
336,3.0,10.0,1.0,0.84765625,0.7787081339712918
337,3.0,10.0,3.0,0.84375,0.7760765550239234
338,3.0,10.0,5.0,0.84375,0.7760765550239234
339,3.0,10.0,7.0,0.83984375,0.7685007974481658
340,3.0,10.0,9.0,0.83984375,0.7685007974481658
341,3.0,10.0,11.0,0.84375,0.7810207336523125
342,3.0,10.0,13.0,0.84375,0.7810207336523125
343,3.0,10.0,15.0,0.84375,0.7810207336523125
344,3.0,10.0,17.0,0.84375,0.7810207336523125
345,3.0,10.0,19.0,0.84375,0.7810207336523125
346,3.0,10.0,21.0,0.84375,0.7810207336523125
347,3.0,10.0,23.0,0.84375,0.7810207336523125
348,3.0,12.0,1.0,0.84765625,0.7787081339712918
349,3.0,12.0,3.0,0.84765625,0.7787081339712918
350,3.0,12.0,5.0,0.84375,0.7760765550239234
351,3.0,12.0,7.0,0.83984375,0.7685007974481658
352,3.0,12.0,9.0,0.83984375,0.7685007974481658
353,3.0,12.0,11.0,0.84375,0.7810207336523125
354,3.0,12.0,13.0,0.84375,0.7810207336523125
355,3.0,12.0,15.0,0.84375,0.7810207336523125
356,3.0,12.0,17.0,0.84375,0.7810207336523125
357,3.0,12.0,19.0,0.84375,0.7810207336523125
358,3.0,12.0,21.0,0.84375,0.7810207336523125
359,3.0,12.0,23.0,0.84375,0.7810207336523125
360,3.0,14.0,1.0,0.84765625,0.7787081339712918
361,3.0,14.0,3.0,0.84375,0.7760765550239234
362,3.0,14.0,5.0,0.84375,0.7760765550239234
363,3.0,14.0,7.0,0.83984375,0.7685007974481658
364,3.0,14.0,9.0,0.83984375,0.7685007974481658
365,3.0,14.0,11.0,0.84375,0.7810207336523125
366,3.0,14.0,13.0,0.84375,0.7810207336523125
367,3.0,14.0,15.0,0.84375,0.7810207336523125
368,3.0,14.0,17.0,0.84375,0.7810207336523125
369,3.0,14.0,19.0,0.84375,0.7810207336523125
370,3.0,14.0,21.0,0.84375,0.7810207336523125
371,3.0,14.0,23.0,0.84375,0.7810207336523125
372,3.0,16.0,1.0,0.84375,0.7760765550239234
373,3.0,16.0,3.0,0.84375,0.7760765550239234
374,3.0,16.0,5.0,0.84375,0.7760765550239234
375,3.0,16.0,7.0,0.83984375,0.7685007974481658
376,3.0,16.0,9.0,0.83984375,0.7685007974481658
377,3.0,16.0,11.0,0.84375,0.7810207336523125
378,3.0,16.0,13.0,0.84375,0.7810207336523125
379,3.0,16.0,15.0,0.84375,0.7810207336523125
380,3.0,16.0,17.0,0.84375,0.7810207336523125
381,3.0,16.0,19.0,0.84375,0.7810207336523125
382,3.0,16.0,21.0,0.84375,0.7810207336523125
383,3.0,16.0,23.0,0.84375,0.7810207336523125
384,3.0,18.0,1.0,0.84765625,0.7787081339712918
385,3.0,18.0,3.0,0.84375,0.7760765550239234
386,3.0,18.0,5.0,0.84375,0.7760765550239234
387,3.0,18.0,7.0,0.83984375,0.7685007974481658
388,3.0,18.0,9.0,0.83984375,0.7685007974481658
389,3.0,18.0,11.0,0.84375,0.7810207336523125
390,3.0,18.0,13.0,0.84375,0.7810207336523125
391,3.0,18.0,15.0,0.84375,0.7810207336523125
392,3.0,18.0,17.0,0.84375,0.7810207336523125
393,3.0,18.0,19.0,0.84375,0.7810207336523125
394,3.0,18.0,21.0,0.84375,0.7810207336523125
395,3.0,18.0,23.0,0.84375,0.7810207336523125
396,3.0,20.0,1.0,0.84375,0.7760765550239234
397,3.0,20.0,3.0,0.84375,0.7760765550239234
398,3.0,20.0,5.0,0.84375,0.7760765550239234
399,3.0,20.0,7.0,0.83984375,0.7685007974481658
400,3.0,20.0,9.0,0.83984375,0.7685007974481658
401,3.0,20.0,11.0,0.84375,0.7810207336523125
402,3.0,20.0,13.0,0.84375,0.7810207336523125
403,3.0,20.0,15.0,0.84375,0.7810207336523125
404,3.0,20.0,17.0,0.84375,0.7810207336523125
405,3.0,20.0,19.0,0.84375,0.7810207336523125
406,3.0,20.0,21.0,0.84375,0.7810207336523125
407,3.0,20.0,23.0,0.84375,0.7810207336523125
408,3.0,22.0,1.0,0.84765625,0.7787081339712918
409,3.0,22.0,3.0,0.84375,0.7760765550239234
410,3.0,22.0,5.0,0.84375,0.7760765550239234
411,3.0,22.0,7.0,0.83984375,0.7685007974481658
412,3.0,22.0,9.0,0.83984375,0.7685007974481658
413,3.0,22.0,11.0,0.84375,0.7810207336523125
414,3.0,22.0,13.0,0.84375,0.7810207336523125
415,3.0,22.0,15.0,0.84375,0.7810207336523125
416,3.0,22.0,17.0,0.84375,0.7810207336523125
417,3.0,22.0,19.0,0.84375,0.7810207336523125
418,3.0,22.0,21.0,0.84375,0.7810207336523125
419,3.0,22.0,23.0,0.84375,0.7810207336523125
420,3.0,24.0,1.0,0.84375,0.7760765550239234
421,3.0,24.0,3.0,0.84765625,0.7787081339712918
422,3.0,24.0,5.0,0.84375,0.7760765550239234
423,3.0,24.0,7.0,0.83984375,0.7685007974481658
424,3.0,24.0,9.0,0.83984375,0.7685007974481658
425,3.0,24.0,11.0,0.84375,0.7810207336523125
426,3.0,24.0,13.0,0.84375,0.7810207336523125
427,3.0,24.0,15.0,0.84375,0.7810207336523125
428,3.0,24.0,17.0,0.84375,0.7810207336523125
429,3.0,24.0,19.0,0.84375,0.7810207336523125
430,3.0,24.0,21.0,0.84375,0.7810207336523125
431,3.0,24.0,23.0,0.84375,0.7810207336523125
432,4.0,2.0,1.0,0.84375,0.8156299840510367
433,4.0,2.0,3.0,0.83984375,0.8129984051036683
434,4.0,2.0,5.0,0.83984375,0.8129984051036683
435,4.0,2.0,7.0,0.8359375,0.8054226475279107
436,4.0,2.0,9.0,0.8359375,0.8054226475279107
437,4.0,2.0,11.0,0.83984375,0.8179425837320574
438,4.0,2.0,13.0,0.83984375,0.8179425837320574
439,4.0,2.0,15.0,0.83984375,0.8179425837320574
440,4.0,2.0,17.0,0.83984375,0.8179425837320574
441,4.0,2.0,19.0,0.859375,0.8311004784688996
442,4.0,2.0,21.0,0.859375,0.8261562998405104
443,4.0,2.0,23.0,0.85546875,0.8185805422647529
444,4.0,4.0,1.0,0.84765625,0.818261562998405
445,4.0,4.0,3.0,0.84375,0.8156299840510367
446,4.0,4.0,5.0,0.83984375,0.8129984051036683
447,4.0,4.0,7.0,0.8359375,0.8054226475279107
448,4.0,4.0,9.0,0.8359375,0.8054226475279107
449,4.0,4.0,11.0,0.83984375,0.8179425837320574
450,4.0,4.0,13.0,0.83984375,0.8179425837320574
451,4.0,4.0,15.0,0.83984375,0.8179425837320574
452,4.0,4.0,17.0,0.83984375,0.8179425837320574
453,4.0,4.0,19.0,0.859375,0.8311004784688996
454,4.0,4.0,21.0,0.859375,0.8261562998405104
455,4.0,4.0,23.0,0.85546875,0.8185805422647529
456,4.0,6.0,1.0,0.84765625,0.818261562998405
457,4.0,6.0,3.0,0.83984375,0.8129984051036683
458,4.0,6.0,5.0,0.83984375,0.8129984051036683
459,4.0,6.0,7.0,0.8359375,0.8054226475279107
460,4.0,6.0,9.0,0.8359375,0.8054226475279107
461,4.0,6.0,11.0,0.83984375,0.8179425837320574
462,4.0,6.0,13.0,0.83984375,0.8179425837320574
463,4.0,6.0,15.0,0.83984375,0.8179425837320574
464,4.0,6.0,17.0,0.83984375,0.8179425837320574
465,4.0,6.0,19.0,0.859375,0.8311004784688996
466,4.0,6.0,21.0,0.859375,0.8261562998405104
467,4.0,6.0,23.0,0.85546875,0.8185805422647529
468,4.0,8.0,1.0,0.84765625,0.818261562998405
469,4.0,8.0,3.0,0.84375,0.8156299840510367
470,4.0,8.0,5.0,0.83984375,0.8129984051036683
471,4.0,8.0,7.0,0.8359375,0.8054226475279107
472,4.0,8.0,9.0,0.8359375,0.8054226475279107
473,4.0,8.0,11.0,0.83984375,0.8179425837320574
474,4.0,8.0,13.0,0.83984375,0.8179425837320574
475,4.0,8.0,15.0,0.83984375,0.8179425837320574
476,4.0,8.0,17.0,0.83984375,0.8179425837320574
477,4.0,8.0,19.0,0.859375,0.8311004784688996
478,4.0,8.0,21.0,0.859375,0.8261562998405104
479,4.0,8.0,23.0,0.85546875,0.8185805422647529
480,4.0,10.0,1.0,0.84375,0.8156299840510367
481,4.0,10.0,3.0,0.83984375,0.8129984051036683
482,4.0,10.0,5.0,0.83984375,0.8129984051036683
483,4.0,10.0,7.0,0.8359375,0.8054226475279107
484,4.0,10.0,9.0,0.8359375,0.8054226475279107
485,4.0,10.0,11.0,0.83984375,0.8179425837320574
486,4.0,10.0,13.0,0.83984375,0.8179425837320574
487,4.0,10.0,15.0,0.83984375,0.8179425837320574
