playerID,B_AB,B_R,B_H,B_HR,B_RBI,B_SB,B_SO,PI_W,PI_L,PI_CG,PI_SV,PI_H,PI_HR,PI_BB,PI_SO,PI_AVG_ERA,PI_R,FI_GS,FI_InnOuts,FI_A,FI_E,FI_DP,ASF_NUM_YEARS,A_G_ALL,A_GP,inducted
brownla01,331,803,108,254,22,23,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,937,25732,2585,150,525,NULL,1129,0,N
brownga01,330,582,78,322,30,8,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,388,9646,23,17,3,NULL,1051,0,N
briggjo02,601,1041,170,507,64,49,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1078,28939,184,73,152,NULL,1366,0,N
brocklo01,1610,3023,486,900,938,307,124,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2449,64478,142,196,29,6,2616,0,Y
bondsbo01,1258,1886,302,1024,461,169,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1707,45315,128,89,40,3,1849,0,N
bowala01,987,2191,262,525,318,105,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2184,57250,6864,211,1267,5,2247,0,N
bucknbi01,1077,2715,498,1208,183,73,111,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2112,55942,1379,146,1203,1,2517,0,N
bunniji01,82,213,21,75,0,2,0,224,184,151,16,3433,372,1000,2855,3.565555555555556,1527,519,11280,372,23,20,7,601,591,Y
carrocl02,17,27,0,7,0,0,0,96,73,1,143,1296,67,442,681,3.0935294117647056,506,27,4060,310,11,24,2,731,731,N
campabe01,1181,2249,313,646,649,199,15,0,0,0,0,1,0,2,1,9,1,2170,57365,6323,388,1215,6,2328,1,N
caldwmi01,11,34,7,8,0,0,0,137,130,98,18,2581,218,597,939,3.7086666666666663,1182,308,7228,499,15,39,NULL,477,476,N
carltst01,123,346,49,140,2,2,0,329,244,254,2,4672,414,1833,4136,3.9862962962962962,2130,709,15652,724,42,36,10,745,741,Y
colavro01,971,1730,283,1159,19,27,58,1,0,0,0,1,0,5,2,0,0,1753,46855,124,74,31,6,1841,2,N
colboji01,0,4,0,1,0,0,0,83,88,60,7,1619,153,475,688,4.153636363636363,750,204,4793,274,17,18,1,302,301,N
callijo01,926,1757,321,840,74,51,73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1690,45118,175,57,34,3,1886,0,N
cepedor01,1131,2351,417,1365,142,80,154,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1861,49270,1030,177,1195,7,2124,0,Y
cashno01,1046,1820,241,1103,43,30,112,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1819,48829,1317,131,1347,4,2089,0,N
cannich01,132,458,66,169,3,17,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,617,15970,333,62,42,1,740,0,N
casanpa01,214,627,87,252,2,10,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,729,19832,395,69,65,1,859,0,N
cardele01,662,1725,285,689,39,48,122,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1831,49337,5429,266,1050,5,1941,0,N
cartyri01,712,1677,278,890,21,26,65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,853,21127,65,51,52,1,1651,0,N
cashda01,732,1571,243,426,120,74,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1315,35034,3905,121,906,3,1422,0,N
cardejo02,936,1913,333,775,329,139,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1719,45583,164,95,70,NULL,2017,0,N
carewro01,1424,3053,445,1015,353,187,144,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2229,59197,3709,260,1796,18,2469,0,Y
burroje01,720,1443,230,882,16,22,65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1254,32529,86,60,22,2,1689,0,N
cedence01,1084,2087,436,976,550,179,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1864,49432,195,91,179,4,2006,0,N
ceyro01,977,1868,328,1139,24,29,117,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1979,51559,4019,224,318,6,2073,0,N
clemero01,1416,3000,440,1305,83,46,167,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2300,61546,269,142,42,12,2433,0,Y
clarkho01,548,1230,150,304,151,58,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1137,30659,3383,118,738,NULL,1272,0,N
chambch01,912,2109,392,972,40,35,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1898,50871,1351,130,1687,1,2175,0,N
conceda01,993,2326,389,950,321,109,93,0,0,0,0,2,0,0,1,0,0,2250,60624,7024,326,1390,9,2488,1,N
culpra01,40,74,8,34,0,1,0,122,101,80,1,1677,188,752,1411,3.7763636363636364,863,268,5694,237,22,15,2,322,322,N
cuellmi01,37,76,8,33,0,0,0,185,130,172,11,2538,222,822,1632,5.146,1130,379,8422,453,30,33,4,456,453,N
davalvi01,510,1122,160,329,125,58,29,0,0,0,0,2,0,2,0,0,1,857,24659,82,36,45,1,1458,2,N
dempsri01,525,1093,223,471,20,19,13,0,0,0,0,3,0,1,0,4.5,1,1353,37342,771,100,114,NULL,1766,2,N
dierkla01,38,107,14,46,0,0,0,139,123,106,1,2130,184,711,1493,3.3692857142857138,948,329,7002,287,23,16,2,357,356,N
coopece01,1012,2192,415,1125,89,49,79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1436,38383,1000,121,1348,5,1896,0,N
davisto02,811,2121,272,1052,136,59,66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1323,34044,326,102,72,2,1999,0,N
crowlte01,174,379,62,229,3,0,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,165,4281,46,9,45,NULL,865,0,N
cruzjo01,1036,2251,391,1077,317,136,142,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2057,54925,126,120,31,2,2353,0,N
coxbo01,50,141,22,58,3,3,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,185,4885,424,28,39,NULL,220,0,Y
drysddo01,96,218,26,113,0,2,0,209,166,167,6,3084,280,855,2486,3.0471428571428576,1292,465,10296,686,59,55,8,547,518,Y
dobsopa01,13,39,4,12,0,1,0,122,129,74,19,2043,197,665,1301,3.700833333333333,939,279,6359,289,19,14,1,414,414,N
downial01,36,91,12,51,0,0,0,123,107,73,3,1946,177,933,1639,3.552222222222222,938,317,6807,368,18,23,1,409,405,N
ellisdo01,42,65,4,23,4,0,0,138,119,71,1,2067,140,674,1136,3.8412500000000005,958,317,6385,287,23,26,1,388,345,N
facero01,9,31,3,7,0,0,0,104,95,6,193,1347,141,362,877,3.1582352941176475,591,14,3773,212,14,15,3,853,848,N
fisheed02,11,30,5,8,0,0,0,85,70,7,81,1398,149,438,812,3.5772222222222223,659,63,4614,262,17,17,1,690,690,N
fingero01,10,31,3,9,0,0,0,114,118,4,341,1474,123,492,1299,4.314705882352941,615,37,5102,253,14,23,7,945,944,Y
edwarjo01,430,1106,202,524,15,23,118,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1268,34055,703,82,105,3,1470,0,N
floodcu01,851,1861,271,636,88,73,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1561,42489,114,54,28,3,1759,0,N
fairlro01,931,1913,307,1044,35,33,129,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1851,50279,773,122,867,2,2442,0,N
fergujo01,407,719,121,445,22,12,64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,851,22886,384,68,59,NULL,1013,0,N
evansda01,1344,2223,329,1354,98,68,141,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2217,59275,3929,329,846,2,2687,0,N
fiskca01,1276,2356,421,1330,128,58,105,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2157,57075,1075,165,167,11,2499,0,Y
forscke01,16,52,6,17,1,0,0,114,113,70,51,2071,155,586,1047,3.664375,881,241,6379,305,26,24,2,521,521,N
gibsobo01,132,274,44,144,13,10,0,251,174,255,6,3279,257,1336,3117,3.1458823529411766,1420,482,11654,484,42,46,8,597,528,Y
giustda01,29,77,10,46,0,0,0,100,93,35,145,1654,126,570,1103,3.63625,764,133,5151,264,15,11,1,686,668,N
frymawo01,22,84,6,25,1,0,0,141,155,68,58,2367,187,890,1587,4.5569999999999995,1136,322,7236,389,6,25,2,625,625,N
gladdfr01,1,1,0,3,0,0,0,48,34,0,109,566,38,223,394,3.7415384615384615,237,1,1802,87,9,2,NULL,450,450,N
grantmu01,80,135,25,65,2,1,0,145,119,89,53,2292,292,849,1267,3.605555555555555,1105,293,7324,376,19,40,2,667,571,N
freehbi01,706,1591,241,758,24,21,67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1665,44401,813,81,196,11,1774,0,N
fregoji01,844,1726,264,706,76,40,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1699,44550,4555,291,974,6,1902,0,N
fostege01,986,1925,307,1239,51,31,106,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1789,47797,119,62,28,5,1977,0,N
gagliph01,150,336,50,159,5,4,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,292,8162,570,40,106,NULL,702,0,N
geronce01,460,977,161,392,82,40,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,944,27969,81,35,18,NULL,1522,0,N
gamblos01,656,1195,188,666,47,37,62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,724,18662,59,35,17,NULL,1584,0,N
garvest01,1143,2599,440,1308,83,62,113,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2205,58402,1434,130,1531,10,2332,0,N
gosgeji01,197,411,67,177,25,18,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,440,12408,36,18,23,NULL,706,0,N
handsbi01,19,37,6,19,0,0,0,111,110,72,14,1895,167,492,1128,4.410833333333334,834,260,5852,297,24,12,NULL,374,374,N
gurala01,1,3,0,1,0,0,0,126,97,71,14,2020,204,600,801,4.5588235294117645,958,261,6140,369,7,32,1,405,403,N
hickmji02,518,1002,163,560,17,19,36,0,0,0,0,2,1,0,0,4.5,1,1016,27465,392,76,243,1,1421,1,N
hillejo01,2,11,1,4,0,0,0,87,76,13,125,1040,110,535,1036,3.1479999999999992,438,43,3725,136,8,5,1,546,545,N
harpeto01,972,1609,256,567,408,116,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1452,38693,787,100,121,1,1810,0,N
groteje01,352,1092,160,404,15,23,77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1246,33305,666,82,81,2,1421,0,N
grichbo01,1033,1833,320,864,104,83,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1926,51265,5891,189,1428,6,2008,0,N
helmsto01,414,1342,223,477,33,40,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1274,33827,3624,130,859,2,1435,0,N
harrebu01,539,1120,136,267,127,60,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1334,35637,4112,209,788,2,1533,0,N
hebneri01,865,1694,273,890,38,40,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1567,41465,2564,207,512,NULL,1908,0,N
harrato01,1115,1954,307,918,238,94,51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024,53570,4965,279,765,4,2155,0,N
herzowh01,213,414,60,172,13,18,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,390,10545,31,22,18,NULL,634,0,Y
hoernjo01,2,6,1,3,0,0,0,39,34,0,99,519,50,181,412,3.8999999999999995,213,0,1690,57,8,1,1,493,493,N
hunteca01,60,149,16,51,2,0,0,224,166,181,1,2958,374,954,2012,3.476,1380,476,10348,319,23,16,8,515,500,Y
holtzke01,35,99,19,34,0,0,0,174,150,127,3,2787,249,910,1601,3.684705882352941,1273,410,8601,471,26,27,2,456,451,N
hraboal01,4,8,0,6,0,0,0,64,35,0,97,619,50,315,548,2.7669230769230775,284,1,2166,58,8,4,NULL,546,545,N
jacksgr01,20,32,2,17,0,0,0,86,75,16,79,1272,109,511,889,4.296190476190477,589,83,4078,170,16,12,1,718,692,N
houghch01,7,33,4,13,0,0,0,216,216,107,61,3283,383,1665,2362,3.816538461538462,1807,440,11404,578,22,38,1,858,858,N
jenkife01,54,148,27,85,0,1,0,284,226,267,7,4142,484,997,3192,3.3890000000000002,1853,594,13501,660,49,45,3,665,664,Y
kaatji01,117,232,44,106,5,1,1,283,237,180,18,4620,395,1083,2461,4.100714285714285,2038,625,13587,744,56,65,3,1004,898,N
johnto01,43,141,13,54,0,0,0,288,231,162,4,4783,302,1259,2245,3.488928571428571,2017,700,14129,1028,49,69,4,761,760,N
hislela01,652,1146,193,674,128,61,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,968,25818,70,52,8,2,1197,0,N
howarel01,619,1471,218,762,9,14,82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1374,36694,541,68,160,9,1605,0,N
howarfr01,864,1774,245,1119,8,9,135,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1670,41813,277,104,213,4,1895,0,N
jacksso01,396,767,81,162,126,51,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,747,20417,1820,158,282,NULL,936,0,N
huntro01,745,1429,223,370,65,55,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1362,35222,3807,185,713,2,1483,0,N
johnsal01,550,1331,180,525,113,63,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,956,24340,61,84,9,1,1322,0,N
johnsde01,706,1447,247,923,11,18,54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1280,33881,974,104,629,NULL,1765,0,N
hundlra01,311,813,118,381,12,17,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,951,25460,493,61,65,1,1061,0,N
johnsda02,564,1252,242,609,33,25,57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1308,35051,3339,142,860,4,1435,0,N
hortowi01,873,1993,284,1163,20,38,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1167,29738,60,58,8,4,2028,0,N
jacksre01,1551,2584,463,1702,228,115,164,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2057,53268,133,142,31,14,2820,0,Y
kalinal01,1622,3007,498,1583,137,65,131,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2482,65480,235,82,126,15,2834,0,Y
jonescl01,565,1196,183,524,91,48,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1080,28717,83,51,22,1,1213,0,N
jorgemi01,429,833,132,426,58,44,51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,815,24330,546,54,602,NULL,1633,0,N
knowlda01,2,15,0,11,0,0,0,66,74,1,143,1006,65,480,681,3.9041176470588237,437,8,3276,276,29,16,1,766,765,N
koufasa01,26,75,9,28,0,1,0,165,87,137,9,1754,204,817,2396,3.141666666666666,806,314,6973,228,14,13,6,397,397,Y
krausle02,23,47,9,24,1,1,0,68,91,21,21,1205,137,493,721,4.194166666666667,635,167,3851,153,9,9,NULL,334,321,N
koosmje01,36,109,12,46,1,0,0,222,209,140,17,3635,290,1198,2556,3.5845000000000007,1608,527,11519,582,42,36,2,612,612,N
larsedo01,65,144,25,72,0,3,0,81,91,44,26,1442,130,725,849,4.144705882352942,728,150,4093,244,17,22,NULL,480,412,N
leebi03,12,41,3,10,0,0,0,119,90,72,19,2122,176,531,713,3.8649999999999998,885,225,5832,415,28,24,1,419,416,N
lasorto01,0,1,0,0,0,0,0,0,4,0,1,53,9,56,37,8.216666666666667,49,6,175,10,1,0,NULL,27,26,Y
kennejo03,237,475,77,185,14,10,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,560,16169,1456,115,239,NULL,856,0,N
killeha01,1283,2086,290,1584,19,18,160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2120,54141,1963,215,767,11,2435,0,Y
kessido01,899,1931,254,527,100,85,69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1955,52117,6453,350,1215,6,2078,0,N
lanieha01,297,843,111,273,11,11,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1059,28322,3408,140,598,NULL,1196,0,N
koscoan01,204,464,75,267,5,8,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,477,12406,73,23,48,NULL,658,0,N
kraneed01,536,1418,225,614,15,27,89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1379,36668,789,81,901,1,1853,0,N
larusto01,15,35,5,7,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,1308,127,10,34,NULL,132,0,Y
linzyfr01,5,18,0,3,0,0,0,62,57,0,111,790,35,282,358,3.2641666666666667,315,2,2450,236,9,17,NULL,516,516,N
lockebo01,12,25,2,12,0,0,0,16,15,2,10,432,40,165,194,3.995,209,23,1250,83,4,6,NULL,168,165,N
lolicmi01,63,90,5,31,1,1,0,217,191,195,11,3366,347,1099,2832,3.43,1537,496,10915,448,38,16,3,592,586,N
lonboji01,41,105,17,43,1,2,0,157,137,90,4,2400,233,823,1475,4.407333333333333,1170,368,7394,268,22,18,1,426,425,N
lylesp01,8,15,2,4,1,0,0,99,76,0,238,1292,84,481,873,2.9799999999999995,519,0,4170,198,21,12,3,899,899,N
malonji01,51,126,21,53,2,2,0,134,84,74,4,1518,138,810,1605,4.114166666666667,729,262,5550,232,15,10,1,321,302,N
maricju01,73,202,29,75,2,5,0,243,142,244,2,3153,320,709,2303,3.7131250000000002,1329,457,10522,577,47,27,9,475,471,Y
marshmi01,11,35,1,16,0,0,0,97,112,3,188,1281,79,514,880,3.998235294117647,548,24,4159,283,15,25,2,725,724,N
mayru01,12,42,9,14,0,0,0,152,156,87,12,2314,199,958,1760,3.7533333333333334,1150,360,7865,382,37,18,NULL,536,535,N
marisro01,826,1325,195,851,21,9,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1316,35206,76,49,15,4,1463,0,N
luzingr01,880,1795,344,1128,37,31,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1249,31116,105,57,26,4,1821,0,N
lowenjo01,510,881,137,441,128,78,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,837,21937,376,43,78,NULL,1368,0,N
mazerbi01,769,2016,294,853,27,23,110,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2067,55196,6694,204,1706,7,2163,0,Y
mayje01,120,357,63,130,1,2,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,454,12002,248,29,36,NULL,556,0,N
maxvida01,302,748,79,252,7,11,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1094,29685,3684,153,714,NULL,1423,0,N
mcauldi01,888,1530,231,697,63,59,59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1626,43317,4225,260,891,3,1763,0,N
mayca01,545,1127,172,536,85,53,63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,867,22685,193,45,157,2,1165,0,N
mccarti01,590,1501,242,645,61,49,119,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1393,37252,625,103,128,2,1909,0,N
mayle01,959,2031,340,1244,39,35,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542,39893,900,90,1236,3,2071,0,N
maybejo01,733,1379,211,879,20,17,106,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1421,37656,827,88,1307,2,1620,0,N
mclaide01,32,82,5,31,1,0,0,131,91,105,2,1646,242,548,1282,4.079090909090909,778,264,5657,212,13,15,3,285,280,N
mcmahdo02,8,23,4,9,0,0,0,90,68,0,153,1054,105,579,1003,3.080869565217392,482,2,3931,187,10,12,1,874,874,N
mcnalda01,49,97,23,43,0,0,0,184,119,120,2,2488,230,826,1512,3.2192857142857143,1070,396,8189,417,21,37,3,425,424,N
mcdanli01,19,56,11,17,0,0,0,141,119,18,172,2099,172,623,1361,3.661818181818181,934,74,6421,447,22,28,1,988,987,N
mcdowsa01,34,119,7,36,0,1,0,141,134,103,14,1948,164,1312,2453,3.369375,999,346,7480,328,33,23,6,429,425,N
mcgratu01,14,39,7,18,0,0,0,96,92,5,180,1318,108,582,1109,3.4552631578947373,597,39,4545,219,23,16,2,826,824,N
messean01,49,124,30,54,1,0,0,130,99,98,15,1719,174,831,1625,3.2591666666666668,812,295,6694,318,41,15,4,353,344,N
millebo04,8,33,1,8,0,0,0,69,81,7,51,1487,101,608,895,3.477391304347827,679,99,4654,335,22,27,NULL,707,694,N
mcmulke01,568,1273,172,606,20,19,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1291,34981,2775,165,302,NULL,1583,0,N
mccovwi01,1229,2211,353,1555,26,22,260,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2251,56445,1236,256,1407,6,2588,0,Y
mcraeha01,940,2091,484,1097,109,78,69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,475,11838,84,41,18,3,2084,0,N
moonwa01,737,1399,212,661,89,68,56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1225,32653,174,68,133,2,1458,0,N
menkede01,605,1270,225,606,34,54,73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1406,38272,3688,218,687,2,1598,0,N
milleno01,166,325,68,159,16,10,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,319,8695,23,18,9,NULL,540,0,N
millafe01,699,1617,229,403,67,43,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1424,38033,3846,151,856,3,1480,0,N
meltobi01,496,1004,162,591,23,24,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,26038,2079,149,217,1,1144,0,N
motama01,496,1149,125,438,50,42,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,792,22451,83,35,16,1,1536,0,N
montawi01,645,1604,279,802,32,42,103,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1448,38698,747,104,969,1,1632,0,N
moneydo01,798,1623,302,729,80,51,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1477,39118,3242,150,554,4,1720,0,N
morgajo02,1650,2517,449,1133,689,162,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2489,65052,6969,245,1505,10,2649,0,Y
mondari01,950,1619,248,775,98,91,107,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1616,42802,118,81,45,2,1986,0,N
nolanga01,36,73,9,32,0,0,0,110,70,45,0,1505,146,413,1039,3.700909090909091,623,247,5026,189,3,11,1,252,250,N
niekrph01,80,260,42,109,0,1,0,318,274,245,29,5044,482,1809,3342,4.098461538461539,2337,716,16213,878,37,83,5,866,864,Y
niekrjo01,55,152,26,72,1,0,0,221,204,107,16,3466,276,1262,1747,4.0443999999999996,1620,500,10752,532,25,41,1,706,702,N
pascuca02,71,198,32,81,0,0,0,174,170,132,10,2703,256,1069,2167,4.05157894736842,1334,404,8791,507,20,26,5,542,529,N
pappami01,72,132,13,67,1,0,0,209,164,129,4,3046,298,858,1728,3.4689473684210523,1331,466,9559,486,23,38,2,527,520,N
osteecl01,90,207,31,76,2,1,0,196,195,140,1,3471,249,940,1612,3.495,1435,488,10386,699,26,37,3,588,541,N
palmeji01,52,85,9,41,1,0,0,268,152,211,4,3349,303,1311,2212,3.3221052631578942,1395,521,11843,577,34,53,6,576,558,Y
murreiv01,126,308,41,123,20,13,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,282,8112,42,25,33,NULL,564,0,N
munsoth01,696,1558,229,701,48,50,59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1295,34103,742,130,85,7,1423,0,N
northji01,603,1254,218,610,39,38,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1180,32103,73,55,33,NULL,1392,0,N
olivato01,870,1917,329,947,86,55,131,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1172,30971,71,61,19,8,1676,0,N
murcebo01,972,1862,285,1043,127,75,96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1660,44078,293,90,48,5,1908,0,N
oliveal01,1189,2743,529,1326,84,64,119,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2045,53755,498,131,513,7,2368,0,N
nettlgr01,1193,2225,328,1314,32,36,94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2394,63552,5295,298,480,6,2700,0,N
paganjo01,387,922,138,372,46,35,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,954,25723,2292,156,359,NULL,1326,0,N
otisam01,1092,2020,374,1007,341,93,53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1869,49528,129,48,35,5,1998,0,N
perraro01,6,16,1,3,0,0,0,79,74,0,179,1097,50,468,687,3.301333333333333,442,1,3527,222,18,12,NULL,737,737,N
perryji01,73,177,22,59,0,1,0,215,174,109,10,3127,308,998,1576,3.6726315789473687,1407,448,9858,506,29,33,3,635,630,N
perryga01,48,141,17,47,0,0,0,314,265,303,11,4938,399,1379,3534,3.3960000000000004,2128,690,16052,877,38,58,5,787,777,Y
podrejo01,61,145,19,50,1,2,0,148,116,77,11,2239,242,743,1435,4.3125,1026,322,6450,313,18,24,3,462,440,N
ramospe01,76,109,9,56,2,2,0,117,160,73,55,2364,315,724,1305,4.541176470588234,1210,268,7065,328,11,33,1,696,582,N
pizarju01,72,133,18,66,1,1,1,131,105,79,28,1807,201,888,1522,4.029545454545454,890,245,6102,299,12,15,2,496,488,N
rayji01,4,16,0,6,0,1,0,43,30,1,25,541,52,271,407,3.9688888888888894,271,20,1854,70,2,1,NULL,309,308,N
