playerID,B_AB,B_R,B_H,B_HR,B_RBI,B_SB,B_SO,PI_W,PI_L,PI_CG,PI_SV,PI_H,PI_HR,PI_BB,PI_SO,PI_AVG_ERA,PI_R,FI_GS,FI_InnOuts,FI_A,FI_E,FI_DP,ASF_NUM_YEARS,A_G_ALL,A_GP,inducted
reussje01,71,171,24,58,1,0,0,220,191,127,11,3734,245,1127,1907,3.8903999999999996,1700,548,11008,603,42,38,2,631,629,N
pepitjo01,606,1315,158,721,41,32,73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1295,34749,650,81,785,3,1397,0,N
petrori01,653,1352,237,773,10,22,61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1484,38746,3750,176,589,2,1553,0,N
perezto01,1272,2732,505,1652,49,33,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2418,63020,2440,240,1484,7,2777,0,Y
powervi01,765,1716,290,658,45,35,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1444,39139,1592,97,1158,4,1627,0,N
reeseri01,248,512,73,245,16,15,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,460,13529,269,36,353,NULL,866,0,N
reichri01,391,864,109,445,40,41,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,841,21779,55,30,17,NULL,997,0,N
pinsova01,1365,2757,485,1169,305,122,69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2336,62384,173,101,33,2,2470,0,N
powelbo01,889,1776,270,1187,20,21,140,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1807,47287,880,133,1133,4,2042,0,N
raderdo02,631,1302,245,722,37,33,51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1379,36793,2913,201,290,NULL,1465,0,N
pinielo01,651,1705,305,766,32,41,82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1319,34579,106,52,16,1,1747,0,N
richabo01,643,1432,196,390,73,48,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1330,35541,3540,150,977,7,1412,0,N
richepe01,21,43,5,15,2,1,0,80,73,22,51,959,116,424,925,3.150666666666667,463,122,3497,168,18,14,2,446,429,N
rojasco01,713,1660,254,593,74,68,30,0,0,0,0,1,0,0,0,0,0,1542,41248,3965,134,971,5,1822,1,N
sadecra01,59,151,21,56,0,1,0,135,131,85,7,2456,240,922,1614,3.685909090909092,1206,328,7502,312,52,23,NULL,587,563,N
ryanno01,40,94,10,36,3,3,0,324,292,222,3,3923,321,2795,5714,3.6940740740740745,2178,773,16159,547,90,27,8,807,807,Y
robinfr02,1829,2943,528,1812,204,77,218,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2372,62807,333,106,263,12,2808,0,Y
robinbr01,1232,2848,482,1357,28,22,120,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2790,75256,6220,264,621,15,2896,0,Y
rudijo01,684,1468,287,810,25,15,59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1370,35737,159,41,180,3,1547,0,N
robinbi02,536,1127,229,641,71,49,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1048,29207,267,73,149,NULL,1472,0,N
rivermi01,785,1660,247,499,267,90,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1196,31527,95,61,21,1,1468,0,N
rosepe01,2165,4256,746,1314,198,149,167,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3437,90298,3349,213,1083,17,3562,0,N
russebi01,796,1926,293,627,167,69,106,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1892,51194,5713,355,936,3,2181,0,N
santoro01,1138,2254,365,1331,35,41,94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2172,57866,4717,327,449,9,2243,0,Y
ryanmi02,146,370,60,161,4,4,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,570,15003,325,34,45,NULL,636,0,N
schaapa01,436,869,132,323,43,38,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1007,26842,2112,173,165,NULL,1128,0,N
scottge02,957,1992,306,1051,69,57,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1917,51032,1520,201,1527,3,2034,0,N
sanguma01,566,1500,205,585,35,38,96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1185,31667,575,105,112,3,1448,0,N
selmadi01,13,35,5,7,1,0,0,42,54,11,31,734,69,381,681,5.233333333333333,375,76,2526,157,7,9,NULL,324,307,N
seguidi01,26,58,5,24,0,0,0,92,111,28,71,1656,185,786,1298,3.768125,867,171,5426,243,17,11,NULL,640,639,N
seaveto01,99,202,28,86,4,0,0,311,205,231,1,3971,380,1390,3640,3.036818181818182,1674,647,14349,692,42,54,12,677,656,Y
shortch02,29,88,5,24,1,0,0,135,132,88,18,2215,183,806,1629,4.179333333333334,991,309,6975,359,17,22,2,506,501,N
siebeso01,52,114,22,57,0,0,0,140,114,67,16,1919,197,692,1512,3.6393333333333335,907,307,6454,329,26,28,2,405,399,N
singebi01,20,45,11,13,0,0,0,118,127,94,2,1952,132,781,1515,3.15,944,308,6519,310,34,7,2,324,322,N
splitpa01,12,22,1,4,0,0,0,166,143,88,1,2644,192,780,1057,4.250666666666667,1243,392,7664,450,15,49,NULL,430,429,N
stahlla01,167,400,58,163,22,16,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,381,10693,56,15,25,NULL,730,0,N
simsdu01,263,580,80,310,6,16,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,660,17682,360,72,81,NULL,843,0,N
stanlmi01,641,1243,201,500,44,23,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1216,34180,327,46,105,NULL,1517,0,N
stargwi01,1194,2232,423,1540,17,16,227,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2044,53872,486,151,713,7,2360,0,Y
smithre06,1123,2020,363,1092,137,86,115,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1845,47529,304,123,165,7,1987,0,N
spencji01,541,1227,179,599,11,19,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1123,30325,798,55,956,1,1553,0,N
singlke01,985,2029,317,1065,21,36,125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1514,38719,82,57,17,3,2082,0,N
simmote01,1074,2472,483,1389,21,33,188,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1925,51490,1092,169,248,8,2456,0,N
stewaji01,164,336,45,112,38,20,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,248,7925,541,34,114,NULL,777,0,N
staubru01,1189,2716,499,1466,47,33,193,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2034,54216,402,140,306,6,2951,0,N
stottme01,54,120,14,57,0,2,0,164,139,152,1,2435,171,809,1257,2.959090909090909,1003,356,7985,570,26,38,5,366,360,N
suttodo01,64,195,15,64,1,0,0,324,256,178,5,4692,472,1343,3574,3.3092,2104,756,15846,613,31,42,4,785,774,Y
tovarce01,834,1546,253,435,226,108,23,0,0,0,0,0,0,1,1,0,0,1262,33756,1043,124,174,NULL,1488,1,N
tiantlu01,36,84,14,44,1,1,0,229,172,187,15,3075,346,1104,2416,3.527368421052632,1400,484,10459,389,35,31,3,573,573,N
torremi01,24,64,8,15,1,1,0,185,160,117,0,3043,223,1371,1404,4.942380952380953,1501,458,9128,472,41,38,NULL,499,494,N
tayloto02,1005,2007,298,598,234,111,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1824,49374,4696,219,1072,1,2195,0,N
tenacge01,653,1060,179,674,36,42,58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1297,34151,743,103,489,1,1555,0,N
torboje01,78,297,42,101,3,6,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,449,11785,214,32,31,NULL,574,0,N
torrejo01,996,2342,344,1185,23,29,127,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2043,54338,1731,169,735,9,2209,0,Y
tolanbo01,572,1121,173,497,193,100,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,996,27338,101,58,79,NULL,1282,0,N
unserde01,617,1344,179,481,64,60,62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1232,34763,157,55,75,NULL,1799,0,N
vealebo01,26,72,7,18,0,0,0,120,95,78,21,1684,91,858,1703,3.4442857142857144,755,255,5777,270,21,19,2,399,397,N
wiseri01,60,130,21,66,0,0,0,188,181,138,0,3227,261,804,1647,4.053333333333334,1455,455,9380,504,13,46,2,511,506,N
virdobi01,735,1596,237,502,47,54,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1463,39293,100,73,18,NULL,1583,0,N
willibi01,1410,2711,434,1475,90,49,182,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2161,57346,219,113,96,6,2488,0,Y
whitero01,964,1803,300,758,233,117,66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1632,43458,122,52,19,2,1881,0,N
watsobo01,802,1826,307,989,27,28,98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1568,40030,679,110,773,2,1832,0,N
willsma01,1067,2134,177,458,586,208,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1832,48847,5512,331,928,5,1942,0,N
woodwi01,11,27,2,13,1,0,0,164,156,114,57,2582,209,724,1411,4.18,1130,297,8055,523,14,26,3,651,651,N
wynnji01,1105,1665,285,964,225,101,84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1780,47438,167,84,42,3,1920,0,N
yastrca01,1816,3419,646,1844,168,116,190,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2826,73908,775,135,643,18,3308,0,Y
bailobo01,339,775,107,222,90,36,10,0,0,0,0,4,0,1,0,7.71,2,711,19780,1197,72,206,NULL,955,3,N
aguilri01,12,28,3,11,0,0,0,86,81,10,318,1233,138,351,1030,3.496315789473685,568,89,3874,177,5,9,3,737,732,N
bedrost01,3,15,0,2,0,0,0,76,79,0,184,1026,114,518,921,3.4786666666666672,496,46,3573,122,10,11,1,732,732,N
baineha01,1299,2866,488,1628,34,34,187,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1014,26867,69,47,17,6,2830,0,N
bibbyji01,15,31,6,17,0,0,0,111,101,56,8,1565,131,723,1079,4.222857142857143,800,239,5167,216,20,16,1,341,340,N
boddimi01,2,0,0,0,0,0,0,134,116,63,3,2082,188,721,1330,4.1,992,309,6371,366,32,37,1,347,342,N
brownto05,42,95,14,32,5,2,0,123,90,31,0,1931,236,511,1000,4.234166666666667,913,300,5763,245,20,21,1,324,302,N
boggswa01,1513,3010,578,1014,24,35,180,0,0,0,0,3,0,1,2,3.375,1,2223,58402,4304,232,472,12,2440,2,Y
bonilbo01,1084,2010,408,1173,45,57,128,0,0,0,0,3,1,1,0,18,2,1837,47703,1869,230,251,6,2113,1,N
brownke01,20,64,10,29,0,0,0,211,144,72,0,3079,208,901,2397,3.5526315789473686,1357,476,9769,562,49,37,6,490,486,N
bellbu01,1151,2514,425,1106,55,79,84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2315,61133,5009,262,448,5,2405,0,N
bellge02,814,1702,308,1002,67,36,53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1211,31507,84,88,11,3,1587,0,N
bellja01,1123,1963,394,860,91,60,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1903,50656,5609,220,1120,2,2063,0,N
boonebo01,679,1838,303,826,38,50,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2104,55699,1185,183,155,4,2264,0,N
brettge01,1583,3154,665,1596,201,97,229,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2162,56553,3984,292,674,13,2707,0,Y
brookhu01,656,1608,290,824,64,56,62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1454,37599,2031,196,287,2,1645,0,N
bondsba01,2227,2935,601,1996,514,141,688,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2810,72889,173,97,25,14,2986,0,N
bumbral01,778,1422,220,402,254,92,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1140,29974,68,44,10,1,1496,0,N
campbbi02,2,4,0,2,0,1,0,83,68,2,126,1139,82,495,864,3.9173333333333336,550,9,3688,172,13,11,1,700,700,N
candejo01,39,104,20,48,0,2,0,177,122,54,29,2399,245,592,1673,3.7917391304347823,1038,356,7577,339,11,16,1,603,600,N
candito01,11,35,5,12,0,0,0,151,164,68,0,2662,250,883,1735,4.232777777777777,1299,411,8175,437,18,30,NULL,453,452,N
cansejo01,1186,1877,340,1407,200,88,63,0,0,0,0,2,0,3,0,27,3,995,25677,63,62,19,6,1887,1,N
clemero02,5,31,6,12,0,0,0,354,184,118,0,4185,363,1580,4672,3.2208333333333337,1885,707,14750,575,25,31,11,709,709,N
burleri01,656,1401,256,449,72,68,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1252,33356,4109,189,893,4,1346,0,N
cartega01,1025,2092,371,1225,39,42,106,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2128,56744,1247,128,191,11,2296,0,Y
butlebr01,1359,2375,277,578,558,257,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2080,54791,122,41,32,1,2213,0,N
cartejo01,1170,2184,432,1445,231,66,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1940,50758,281,118,221,5,2189,0,N
clarkja01,1118,1826,332,1180,77,61,127,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1569,41519,456,105,500,4,1994,0,N
colemvi01,849,1425,176,346,752,177,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1283,33879,109,68,17,2,1371,0,N
clarkwi02,1186,2176,440,1205,67,48,155,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1865,48748,1294,136,1571,6,1976,0,N
coneda01,28,64,9,22,0,1,0,194,126,56,1,2504,258,1137,2668,3.728421052631579,1222,419,8696,271,28,17,5,451,450,N
dennyjo01,44,97,9,29,9,5,0,123,108,62,0,2093,137,778,1146,3.4450000000000003,967,322,6446,451,32,46,NULL,326,325,N
darliro01,39,76,21,21,1,0,0,136,116,37,0,2244,239,906,1590,4.185999999999999,1139,364,7081,391,37,37,1,402,382,N
davisma01,16,26,3,9,1,1,0,51,84,4,96,1068,129,534,1007,4.678888888888889,582,85,3435,151,16,10,2,625,624,N
darwida01,15,39,11,22,2,0,0,171,182,53,32,2951,321,874,1942,4.1576,1431,371,9050,364,27,26,NULL,722,716,N
davisch01,1240,2380,424,1372,142,98,188,0,0,0,0,0,0,0,0,0,0,1151,30659,77,80,15,3,2436,1,N
deshaji01,13,33,0,12,0,1,0,84,95,15,0,1434,179,575,951,5.667692307692308,743,253,4575,205,14,7,NULL,258,257,N
dentbu01,451,1114,169,423,17,29,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1344,35338,4335,156,840,3,1392,0,N
dauerri01,448,984,193,372,6,13,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1041,27485,2823,75,664,NULL,1140,0,N
decindo01,778,1505,312,879,58,48,57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1543,40737,3344,206,370,1,1649,0,N
dawsoan01,1373,2774,503,1591,314,109,143,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2303,60159,157,93,30,8,2627,0,Y
daultda01,511,891,197,588,50,10,58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1009,26476,469,74,95,3,1161,0,N
daviser01,938,1430,239,934,349,66,59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1331,34831,60,50,13,2,1626,0,N
eckerde01,9,24,3,12,0,0,0,197,171,100,390,3076,347,738,2401,3.4704,1382,361,9857,365,31,20,6,1073,1071,Y
drabedo01,42,119,17,46,0,1,0,155,134,53,0,2448,246,704,1594,3.9584615384615387,1141,387,7605,342,29,20,1,412,398,N
flanami01,0,0,0,0,0,0,0,167,143,101,4,2806,251,890,1491,4.068947368421052,1301,404,8310,430,11,26,1,529,526,N
fernasi01,28,98,15,34,1,0,0,114,96,25,1,1421,191,715,1743,3.7737499999999997,749,301,5600,160,6,5,2,308,308,N
finlech01,3,3,1,1,0,0,0,200,173,63,0,3069,304,1332,2610,3.9283333333333337,1517,467,9592,325,46,25,5,524,524,N
downibr01,1188,2099,360,1073,50,44,55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1364,35469,373,51,33,1,2344,0,N
dykstle01,802,1298,281,404,285,72,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1110,29749,58,41,18,3,1278,0,N
eisenji01,492,1160,221,477,105,38,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,871,24328,57,28,47,NULL,1422,0,N
dunstsh01,736,1597,292,668,212,82,44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1487,38688,3808,215,729,2,1814,0,N
evansdw01,1470,2446,483,1384,78,59,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2169,57951,228,78,153,3,2606,0,N
fieldce01,744,1313,200,1008,2,6,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,889,22479,694,70,742,3,1470,0,N
fernato01,1057,2276,414,844,246,138,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998,52650,5544,196,1089,5,2158,0,N
forscbo01,77,190,45,84,3,1,0,168,136,67,3,2777,216,832,1133,4.0317647058823525,1319,422,8384,405,18,35,NULL,509,498,N
francjo01,2,3,0,1,0,0,0,90,87,0,424,1166,81,495,975,3.133809523809523,466,0,3737,234,11,13,4,1119,1119,N
gaettga01,1130,2280,443,1341,96,65,57,0,0,0,0,5,1,1,1,6,2,2306,60747,4623,237,548,2,2507,3,N
goltzda01,1,10,0,7,0,0,0,113,109,83,8,2104,149,646,1105,3.9861538461538455,950,264,6119,287,21,26,NULL,356,353,N
gossari01,1,9,1,2,0,0,0,124,107,16,310,1497,119,732,1502,3.1999999999999997,670,37,5428,180,21,11,9,1003,1002,Y
goodedw01,60,145,15,67,1,1,0,194,112,68,3,2564,210,954,2293,4.224999999999999,1198,410,8402,423,34,35,4,434,430,N
garneph01,780,1594,299,738,225,105,74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1653,44662,4356,259,752,3,1860,0,N
gibsoki01,985,1553,260,870,284,78,72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1183,31227,41,63,12,NULL,1635,0,N
galaran01,1195,2333,444,1425,128,81,106,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1992,53276,1376,176,1648,5,2257,0,N
greenmi01,657,1400,275,726,80,43,79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1126,29495,85,43,15,2,1269,0,N
grimsro02,21,45,4,15,0,0,0,124,99,79,3,2105,202,559,750,4.300833333333334,947,295,6118,357,13,14,1,346,345,N
guidrro01,4,0,0,0,0,0,0,170,91,95,4,2198,226,633,1778,3.5414285714285714,953,323,7180,307,8,19,4,380,368,N
grossgr01,449,1073,130,308,39,44,51,0,0,0,0,4,0,2,3,9,2,764,22936,108,33,43,NULL,1809,2,N
gullibi01,30,81,16,27,0,1,0,162,136,54,0,2659,282,622,1279,3.7813333333333334,1228,390,7680,277,16,18,NULL,398,398,N
hernawi01,4,13,2,3,2,0,0,70,63,0,147,952,97,349,788,3.5921428571428575,431,11,3134,169,4,12,3,747,745,N
henketo01,0,0,0,0,0,0,0,41,42,0,311,607,64,255,861,2.7749999999999995,252,0,2369,67,2,4,2,642,642,N
hershor01,65,163,29,50,8,3,0,204,150,68,5,2939,235,1007,2014,4.057222222222222,1366,467,9391,569,51,44,3,521,511,N
hargrmi01,783,1614,266,686,24,37,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1419,37842,1027,123,1043,1,1666,0,N
griffke01,1129,2143,364,859,200,83,51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1748,45971,199,89,143,3,2097,0,N
guerrpe01,730,1618,267,898,97,47,115,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1425,36638,1093,165,407,5,1536,0,N
guilloz01,773,1764,275,619,169,108,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1775,47872,5375,222,1098,3,1993,0,N
gwynnto01,1383,3141,543,1138,319,125,203,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2304,59632,160,62,26,15,2440,0,Y
hendrge01,941,1980,343,1111,59,47,77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1808,48339,207,65,117,4,2048,0,N
hernake01,1124,2182,426,1071,98,63,130,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1948,51952,1682,115,1654,5,2088,0,N
hendeda01,710,1324,286,708,50,38,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1242,33514,99,55,28,1,1538,0,N
henderi01,2295,3055,510,1115,1406,335,61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2757,71018,131,141,23,10,3081,0,Y
hootobu01,42,92,18,49,0,1,0,151,136,86,7,2497,193,799,1491,3.675625,1112,377,7954,373,16,21,1,481,480,N
hurstbr01,11,31,5,8,0,0,0,145,113,83,0,2463,258,740,1689,5.03,1143,359,7252,355,15,15,1,380,379,N
honeyri01,13,24,3,9,1,0,0,109,143,47,38,2183,185,657,1038,5.211250000000001,1034,268,6480,428,32,21,2,801,797,N
jacksda02,28,54,12,28,0,2,0,112,131,44,1,2110,133,816,1225,4.647647058823529,1061,325,6218,285,30,17,2,356,354,N
jacksmi02,3,5,2,1,0,0,0,62,67,0,142,983,127,464,1006,3.3688235294117654,492,7,3565,166,9,13,NULL,1005,1005,N
jonesra01,37,79,8,20,1,1,0,100,123,73,2,1915,129,503,735,3.7039999999999997,875,285,5799,465,18,30,2,319,305,N
jonesdo01,0,1,0,0,0,0,0,69,79,0,303,1155,86,247,909,3.8111111111111122,465,4,3385,152,21,14,5,846,846,N
howelro02,422,991,183,454,9,14,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,832,21723,1676,141,171,1,1112,0,N
howear01,268,682,139,293,10,10,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,708,18906,1597,69,293,NULL,891,0,N
hornebo01,560,1047,169,685,14,18,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,998,25467,1440,117,418,1,1020,0,N
hrbekke01,903,1749,312,1086,37,26,110,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1567,40982,1051,87,1331,1,1747,0,N
johnsho01,760,1229,247,760,231,77,105,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1307,34790,2147,217,252,2,1531,0,N
joynewa01,973,2060,409,1106,60,39,109,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1798,48180,1470,99,1611,1,2033,0,N
kisonbr01,31,66,15,31,2,2,0,115,88,36,12,1693,150,662,1073,3.7279999999999993,839,246,5428,297,16,27,NULL,388,380,N
kingmda01,901,1575,240,1210,85,49,72,0,0,0,0,3,0,6,4,9,4,1296,33418,693,174,408,3,1941,2,N
kneppbo01,47,115,28,59,2,0,0,146,155,78,1,2737,228,857,1473,3.8200000000000003,1258,413,8124,451,30,32,2,449,445,N
keyji01,0,0,0,0,0,0,0,186,117,34,10,2518,254,668,1538,3.7466666666666675,1104,389,7775,452,22,35,4,471,470,N
krukomi01,44,139,22,54,3,2,0,124,117,41,1,2188,196,767,1478,4.2335714285714285,1069,355,6572,284,23,27,1,371,369,N
leonade01,0,0,0,0,0,0,0,144,106,103,1,2137,202,622,1323,3.59,1008,302,6561,292,24,28,NULL,313,312,N
leibrch01,7,32,3,14,0,0,0,140,119,52,2,2390,172,656,1121,3.5471428571428576,1068,346,6924,465,25,25,NULL,394,394,N
langsma01,5,14,3,5,0,0,0,179,158,81,0,2723,311,1289,2464,4.247058823529412,1438,428,8888,493,39,33,4,459,457,N
knighra01,490,1311,266,595,14,25,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1220,32782,1858,131,421,2,1495,0,N
kennete02,474,1313,244,628,6,15,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1312,34633,638,108,103,4,1491,0,N
lemonch01,973,1875,396,884,58,76,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1851,48845,122,82,25,3,1988,0,N
leonaje01,614,1342,223,723,163,61,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1082,29064,81,62,24,2,1415,0,N
lansfca01,1007,2074,332,874,224,104,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1765,46342,2847,153,311,1,1862,0,N
krukjo01,582,1170,199,592,58,31,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,26195,401,42,415,3,1200,0,N
larkiba01,1329,2340,441,960,379,77,66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2056,52719,5864,235,1093,12,2180,0,Y
maddugr01,103,272,35,84,11,3,0,355,227,109,0,4726,353,999,3371,3.3844,1981,740,15025,1194,53,98,8,759,744,Y
matlajo01,32,57,3,23,0,0,0,125,126,97,3,2276,161,638,1516,3.463076923076923,970,318,7089,346,21,14,3,362,361,N
martide01,25,74,12,33,1,0,0,245,193,122,8,3897,372,1165,2149,4.022499999999999,1835,562,11999,763,42,61,4,695,692,N
maddoga01,777,1802,337,754,248,92,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1566,41864,94,78,21,NULL,1749,0,N
madlobi01,920,2008,348,860,174,90,121,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1650,42086,3025,222,313,3,1806,0,N
lopesda01,1023,1671,232,614,557,114,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1607,42096,3931,177,822,4,1812,0,N
