playerID,B_AB,B_R,B_H,B_HR,B_RBI,B_SB,B_SO,PI_W,PI_L,PI_CG,PI_SV,PI_H,PI_HR,PI_BB,PI_SO,PI_AVG_ERA,PI_R,FI_GS,FI_InnOuts,FI_A,FI_E,FI_DP,ASF_NUM_YEARS,MAX_SAL,MAX_SAL_YEAR,A_YP,A_G_ALL,A_GP,inducted
aasedo01,0,0,0,0,0,0,0,66,60,22,82,1085,89,457,641,3.4930769230769227,503,91,3328,135,13,10,1,675000,1988,13,448,448,NULL
abbotji01,0,2,0,3,0,0,0,87,108,31,0,1779,154,620,888,4.496363636363636,880,254,5022,300,9,16,NULL,2775000,1995,10,263,263,N
abbotky01,2,3,1,2,0,0,0,4,17,0,0,207,26,79,124,8.4425,112,22,556,25,1,0,NULL,150000,1995,4,57,57,NULL
abbotpa01,2,5,1,2,0,0,0,43,37,1,0,682,101,393,496,5.511666666666667,421,112,2162,76,6,8,NULL,3425000,2002,11,162,162,NULL
aceveju01,4,6,2,0,0,0,0,28,40,0,53,597,72,226,350,4.508,316,34,1710,68,8,1,NULL,900000,2003,8,367,367,NULL
ackerji01,2,9,1,1,0,0,0,33,49,0,30,918,82,329,482,3.9600000000000004,447,32,2713,161,2,11,NULL,700000,1990,10,467,467,NULL
acrema01,0,0,0,0,0,0,0,9,6,0,2,135,16,68,98,5.245000000000001,75,0,381,9,1,0,NULL,165000,1997,4,114,114,NULL
adamsjo02,0,3,1,1,0,0,0,5,6,0,0,121,19,37,77,6.373333333333334,66,11,331,15,3,0,NULL,210000,1998,3,44,44,NULL
adamste01,2,4,1,2,0,0,0,51,62,0,42,890,63,380,691,5.0058333333333325,448,41,2608,130,14,6,NULL,2900000,2003,11,574,574,NULL
adamswi02,0,0,0,0,0,0,0,6,9,1,0,149,20,55,105,6.095,92,24,404,16,0,0,NULL,177000,1998,2,25,25,NULL
agostju01,0,2,0,0,0,0,0,40,33,0,29,639,30,248,307,5.676666666666667,313,2,1879,158,14,13,NULL,1666667,1992,13,543,543,NULL
aguilri01,12,28,3,11,0,0,0,86,81,10,318,1233,138,351,1030,3.496315789473685,568,89,3874,177,5,9,3,4350000,1995,16,737,732,N
akerfda01,0,1,0,0,0,0,0,9,10,1,3,216,36,127,129,5.159999999999999,146,13,701,40,3,1,NULL,165000,1991,5,125,125,NULL
alberjo01,0,0,0,0,0,0,0,0,4,0,0,77,7,36,23,7.043333333333334,57,5,175,11,1,1,NULL,109000,1995,3,27,27,NULL
aldremi01,277,565,104,271,19,18,29,0,0,0,0,1,0,0,0,0,0,502,13601,159,19,187,NULL,510000,1991,10,930,1,NULL
aldresc01,0,0,0,0,0,0,0,20,39,1,1,581,78,230,312,6.163333333333334,356,67,1499,64,3,5,NULL,600000,2000,9,229,229,NULL
aldrija01,0,0,0,0,0,0,0,6,5,0,2,119,12,39,46,4.797499999999999,62,0,326,11,2,1,NULL,62500,1987,3,62,62,NULL
alexado01,19,44,8,17,0,0,0,194,174,98,3,3376,324,978,1528,3.854782608695652,1541,464,10101,521,32,36,1,1000000,1989,19,562,561,N
alexama02,166,293,50,115,37,10,7,0,0,0,0,1,1,4,0,67.5,5,303,8880,858,53,161,NULL,612500,2000,11,594,1,NULL
alfonan01,0,2,0,2,0,0,0,35,37,0,129,677,55,250,400,4.358181818181818,296,0,1839,84,4,8,NULL,4000000,2003,11,592,592,NULL
allenne01,3,15,2,7,0,0,0,58,70,7,75,985,73,417,611,4.768571428571429,464,59,2965,120,4,4,NULL,1250000,1987,11,434,434,NULL
almanar01,0,0,0,0,0,0,0,14,13,0,2,189,34,136,232,4.321428571428571,123,0,644,20,1,2,NULL,775000,2003,7,254,254,NULL
almanca01,0,0,0,0,0,0,0,13,13,0,0,252,35,82,170,5.463749999999999,134,1,717,34,3,2,NULL,1100000,2005,8,210,210,NULL
alstoga01,0,0,0,0,0,0,0,1,0,0,0,9,1,3,5,9,6,0,18,1,0,0,NULL,152000,1997,1,6,6,NULL
alvarjo01,0,3,0,0,0,0,0,8,9,0,5,140,12,79,134,2.6375,56,0,487,27,0,5,NULL,125000,1989,4,99,98,NULL
alvarta01,1,2,0,0,0,0,0,3,6,0,0,65,2,26,26,4.875,40,13,175,7,1,2,NULL,109000,1996,2,19,19,NULL
alvarwi01,6,13,0,1,0,0,0,102,92,12,4,1624,190,805,1330,3.8280000000000003,857,263,5243,215,8,12,1,9000000,2001,14,355,355,NULL
anderal02,0,0,0,0,0,0,0,49,54,15,0,901,87,211,339,5.373333333333334,424,128,2456,131,4,12,NULL,785000,1991,6,150,148,NULL
anderbr02,15,35,5,10,2,0,0,82,83,12,1,1743,264,337,723,4.835,906,245,4641,313,18,21,NULL,5375000,2002,13,308,291,NULL
anderji02,11,23,3,6,0,0,0,25,47,3,1,672,58,240,241,5.611428571428571,371,96,1724,118,5,8,NULL,600000,2003,6,122,122,NULL
anderla02,4,5,0,0,0,0,0,40,39,0,49,932,58,311,758,3.3852631578947365,402,1,2986,151,25,14,NULL,2000000,1992,17,699,699,NULL
anderma01,0,0,0,0,0,0,0,15,7,0,26,249,30,157,224,6.498571428571429,167,0,770,23,2,1,NULL,3200000,2003,7,257,257,NULL
andujjo01,31,77,12,38,7,3,0,127,118,68,9,2016,155,731,1032,3.857142857142857,955,305,6459,437,54,28,4,1353333,1987,13,407,405,NULL
andujlu01,0,0,0,0,0,0,0,3,10,0,0,160,21,53,49,6.502,93,20,370,11,0,0,NULL,170000,1997,4,35,35,NULL
appieke01,4,8,0,4,0,0,0,169,137,34,0,2425,232,933,1994,4.9399999999999995,1168,402,7786,225,12,25,1,11500000,2003,16,414,414,N
aquinlu01,2,4,0,0,0,0,0,31,32,5,5,698,45,224,318,4.917,311,69,2035,117,5,19,NULL,735000,1993,9,222,222,NULL
armasto02,6,26,2,10,0,0,0,53,65,0,0,891,122,431,680,4.541,519,168,2777,115,5,10,NULL,3000000,2007,10,186,186,NULL
armstja01,8,21,2,8,0,0,0,40,65,4,0,807,102,319,510,4.58,439,130,2360,111,8,5,1,1150000,1994,7,153,152,NULL
arnolto01,0,0,0,0,0,0,0,0,2,0,0,96,8,28,25,4.66,50,0,235,26,0,2,NULL,62500,1987,2,38,38,NULL
arnsbbr01,0,0,0,0,0,0,0,9,6,0,6,159,27,85,100,5.906666666666666,85,4,475,27,1,4,NULL,287500,1991,6,94,94,NULL
arochre01,3,7,2,3,0,0,0,18,17,2,11,363,37,75,190,5.775,169,35,993,52,4,3,NULL,195000,1995,4,124,124,NULL
arrojro01,2,3,1,3,0,0,0,40,42,4,6,715,83,255,512,4.715000000000001,377,105,2100,110,10,18,1,1900000,2002,5,158,158,NULL
ashbyan01,26,70,13,26,1,0,0,98,110,21,1,1857,205,540,1173,4.445,922,285,5432,265,11,16,2,8500000,2003,14,313,309,NULL
assenpa01,3,3,1,0,0,0,0,61,44,0,56,817,73,315,807,3.753125,371,1,2567,109,2,10,NULL,2665333,1993,14,884,884,NULL
astacpe01,31,90,8,28,0,1,0,129,124,31,0,2292,291,726,1664,4.931111111111111,1213,343,6590,293,14,15,NULL,7000000,2003,15,395,392,NULL
atherke01,0,0,0,0,0,0,0,33,41,0,26,546,75,215,349,4.14,268,0,1699,51,5,1,NULL,345000,1988,7,342,342,NULL
augusdo01,0,0,0,0,0,0,0,34,30,9,0,491,47,158,181,5.1049999999999995,245,70,1320,72,3,8,NULL,170000,1990,4,88,88,NULL
ausanjo01,0,0,0,0,0,0,0,4,1,0,1,58,12,29,51,5.45,33,0,160,4,0,0,NULL,110000,1995,2,41,41,NULL
austiji02,0,0,0,0,0,0,0,6,4,0,0,74,6,56,48,4.66,36,0,300,8,0,0,NULL,150000,1993,3,83,83,NULL
averyst01,35,76,14,32,1,1,0,96,83,14,0,1529,148,569,980,4.597272727272728,800,261,4664,302,13,13,1,4850000,1997,11,306,297,NULL
ayalabo01,2,2,1,1,0,1,0,37,44,0,59,581,71,245,541,4.524444444444445,353,14,1728,65,18,6,NULL,1800000,1999,8,406,406,NULL
aybarma01,6,13,0,5,0,0,0,17,18,0,3,413,49,172,273,6.025,244,27,1173,47,3,0,NULL,665000,2001,8,210,208,NULL
ayraubo01,0,0,0,0,0,0,0,5,3,0,0,68,2,33,42,5.3,35,0,220,11,0,0,NULL,125000,1993,2,54,54,NULL
baileco01,2,1,0,0,0,0,0,9,10,0,1,208,13,116,150,5.6175,99,0,621,24,1,1,NULL,320000,2002,8,172,172,NULL
bailero01,15,20,1,8,0,0,0,18,19,5,1,392,43,161,162,5.170000000000001,216,46,1068,93,3,11,NULL,355000,1998,3,93,92,NULL
bailesc01,0,0,0,0,0,0,0,39,44,5,13,758,89,256,351,5.122222222222223,423,59,2039,102,8,4,NULL,600000,1992,9,343,343,NULL
bailobo01,339,775,107,222,90,36,10,0,0,0,0,4,0,1,0,7.71,2,711,19780,1197,72,206,NULL,375000,1986,11,955,3,N
bairdo01,2,5,1,4,0,0,0,55,43,0,81,839,86,405,689,3.798333333333334,398,5,2728,123,9,9,NULL,325000,1990,15,584,584,NULL
baldwja01,1,4,1,2,0,0,0,79,74,7,2,1443,203,486,844,6.0164285714285715,794,202,3968,162,17,9,1,5950000,2001,11,266,266,NULL
ballaje01,0,5,1,0,0,0,0,41,53,10,2,914,92,229,244,5.21,458,118,2320,128,5,16,NULL,465000,1991,7,197,197,NULL
balleja01,0,1,0,0,0,0,0,4,9,0,6,169,26,79,117,7.095,98,5,469,15,1,0,NULL,75000,1987,6,94,94,NULL
bankhsc01,0,2,0,0,0,0,0,57,48,7,1,876,111,289,614,4.939,451,110,2703,66,4,4,NULL,1450000,1994,10,267,267,NULL
bankswi01,5,12,2,1,0,1,0,33,39,1,2,632,65,302,428,5.314166666666667,370,84,1831,65,10,3,NULL,450000,2002,9,184,181,NULL
bannifl01,6,14,1,1,0,0,0,134,143,62,0,2320,291,846,1723,4.2459999999999996,1189,363,7164,264,10,12,1,930000,1987,15,431,431,NULL
baptitr01,0,0,0,0,0,0,0,0,1,0,0,34,5,11,11,5.67,18,0,81,2,0,0,NULL,170000,1998,1,13,13,NULL
barbebr02,0,1,0,0,0,0,0,5,8,0,1,111,15,45,59,8.965,70,16,279,7,0,0,NULL,210000,1999,4,26,26,NULL
barfijo01,0,0,0,0,0,0,0,8,8,0,2,153,13,39,53,5.126666666666666,86,11,418,20,3,1,NULL,110000,1991,3,65,65,NULL
barkele01,3,3,1,1,0,1,0,74,76,35,5,1289,96,513,975,4.2725,695,194,3971,177,13,12,1,900000,1988,11,248,248,NULL
barnebr01,3,15,0,4,0,0,0,14,22,2,3,364,39,204,275,4.515,193,56,1219,69,4,2,NULL,182500,1993,5,116,116,NULL
bartosh01,0,0,0,0,0,0,0,4,2,0,1,66,6,27,29,5.633333333333333,39,0,195,13,1,2,NULL,109000,1995,3,73,73,NULL
batchri01,0,0,0,0,0,0,0,5,1,0,0,63,3,18,33,5.404999999999999,37,0,161,4,1,0,NULL,157500,1997,3,43,43,NULL
batismi01,20,28,5,9,0,0,0,102,115,11,41,2021,194,899,1250,5.1780952380952385,1089,248,5869,272,19,17,NULL,9500000,2009,18,658,658,NULL
bautijo01,2,5,0,1,0,0,0,32,42,4,3,732,106,171,328,6.031,376,49,2057,78,5,6,NULL,790000,1996,9,314,312,NULL
beardda01,0,0,0,0,0,0,0,19,20,0,30,274,37,124,185,4.635714285714286,163,3,827,32,3,1,NULL,90000,1989,7,172,172,NULL
bearske01,0,0,0,0,0,0,0,0,2,0,0,16,2,5,2,12.91,11,3,23,1,0,0,NULL,100000,1990,1,3,3,NULL
beattji01,0,0,0,0,0,0,0,52,87,31,1,1174,88,461,660,4.517777777777777,581,182,3446,181,9,15,NULL,575000,1992,9,203,203,NULL
beckro01,0,4,0,1,0,0,0,38,45,0,286,703,97,191,644,3.545714285714286,308,0,2304,96,4,7,3,5500000,1999,13,704,704,N
beckwjo01,3,1,0,0,0,0,0,18,19,0,7,432,39,150,319,3.841428571428572,189,5,1266,51,6,3,NULL,358000,1985,7,229,229,NULL
bedrost01,3,15,0,2,0,0,0,76,79,0,184,1026,114,518,921,3.4786666666666672,496,46,3573,122,10,11,1,1450000,1990,14,732,732,N
beechma01,4,11,1,4,0,0,0,8,22,0,0,322,52,131,266,5.7299999999999995,191,53,885,35,0,5,NULL,215000,1999,3,53,53,NULL
belchti01,19,48,9,25,0,1,0,146,140,42,5,2423,264,860,1519,4.314666666666667,1253,373,7328,249,19,31,NULL,4650000,1999,14,394,394,NULL
abbotje01,82,157,33,83,6,5,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,140,3688,2,8,0,NULL,300000,2001,5,233,0,NULL
abbotku01,273,523,109,242,22,11,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,504,13474,1262,79,275,NULL,1000000,1998,9,702,0,NULL
abnersh01,89,191,39,71,6,8,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,199,5979,10,4,3,NULL,297500,1992,6,392,0,NULL
abreubo01,1453,2470,574,1363,400,128,115,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2088,54870,136,73,24,2,16000000,2008,18,2425,0,NULL
adducji01,11,34,8,15,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,682,13,1,6,NULL,70000,1987,4,70,0,NULL
afenitr01,4,15,2,7,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,613,5,1,3,NULL,130000,1992,4,45,0,NULL
agbaybe01,145,299,57,156,16,16,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,289,7109,8,13,0,NULL,600000,2002,5,383,0,NULL
aguaylu01,142,260,43,109,7,5,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,268,8181,867,54,148,NULL,375000,1988,10,568,0,NULL
alfoned01,777,1532,282,744,53,17,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1367,36251,3022,106,447,1,8000000,2006,12,1506,0,NULL
alicelu01,551,1031,189,422,81,50,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,971,26342,2848,142,632,NULL,825000,1999,13,1341,0,NULL
allanan01,145,357,48,140,23,18,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,453,11998,208,52,26,NULL,235000,1989,8,512,0,NULL
allench01,102,229,44,84,15,13,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,189,4943,15,9,5,NULL,380000,2005,7,267,0,NULL
allenje01,155,268,49,114,42,20,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,253,7102,14,11,5,NULL,284000,1999,4,342,0,NULL
allrebe01,19,38,7,15,2,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,46,1186,2,4,1,NULL,102500,1991,3,65,0,NULL
almonbi01,390,846,138,296,128,60,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,845,23401,2265,173,435,NULL,260000,1986,15,1236,0,NULL
alomaro01,1508,2724,504,1134,474,114,62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2288,59751,6536,183,1411,12,8000000,2003,17,2379,0,Y
alomasa02,520,1236,249,588,25,24,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1203,31917,464,86,72,6,2900000,2001,20,1377,0,N
aloumo01,1109,2134,421,1287,106,37,91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1812,46996,95,65,20,6,9500000,2004,17,1942,0,N
alvarga01,22,59,15,33,1,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55,1512,95,19,6,NULL,170000,1998,3,92,0,NULL
amarari01,305,493,82,159,112,39,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,416,11744,552,34,131,NULL,550000,1998,10,727,0,NULL
amaroru02,99,218,43,100,15,10,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,160,5380,17,6,4,NULL,275000,1997,8,485,0,NULL
anderbr01,1062,1661,338,761,315,100,59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1585,42504,60,42,16,3,7200000,2001,15,1834,0,N
anderda02,244,490,73,143,49,30,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,510,14968,1556,73,274,NULL,600000,1991,10,873,0,NULL
anderga01,1084,2529,522,1365,80,47,104,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1885,49549,109,48,18,3,12600000,2008,17,2228,0,N
anderke01,43,95,12,22,1,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,117,3055,362,19,82,NULL,105000,1990,2,135,0,NULL
andresh01,196,375,76,263,7,10,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,465,12466,991,76,102,NULL,1250000,1999,7,569,0,NULL
anthoer01,249,462,81,269,24,14,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,517,13082,45,22,14,NULL,1100000,1994,9,682,0,NULL
ariasal01,203,470,84,196,10,5,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,399,11343,1022,47,184,NULL,625000,1999,11,775,0,NULL
ariasge01,46,114,18,55,2,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,134,3548,321,21,26,NULL,215000,1999,4,173,0,NULL
armasto01,614,1302,204,815,18,20,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1239,32666,79,61,19,2,1000000,1986,14,1432,0,NULL
ashbyal01,397,1010,183,513,7,10,66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1192,31592,685,114,75,NULL,575000,1987,17,1370,0,NULL
ashlebi01,56,144,23,84,0,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,163,3775,12,16,3,NULL,275000,1997,7,281,0,NULL
aurilri01,745,1576,301,756,23,18,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1416,37603,3516,159,933,1,6250000,2003,15,1652,0,N
ausmubr01,718,1579,270,607,102,53,69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1767,47620,960,80,133,1,5500000,2003,18,1971,0,N
avenbr01,85,166,33,103,6,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,126,3498,5,4,1,NULL,320000,2000,5,259,0,NULL
ayalabe01,114,217,42,145,2,4,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,133,2788,8,10,5,NULL,303333,1985,10,425,0,NULL
azocaos01,38,99,16,36,10,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87,2321,5,7,1,NULL,120000,1992,3,202,0,NULL
backmwa01,482,893,138,240,117,52,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,806,20957,2132,91,394,NULL,750000,1989,14,1102,0,NULL
baergca01,731,1583,279,774,59,24,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1235,32810,3501,169,820,3,4750000,1997,14,1630,0,N
bagweje01,1517,2314,488,1529,202,78,155,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2092,55585,1705,129,1618,4,19369019,2006,15,2150,0,Y
bailema01,101,209,37,101,2,5,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,271,7390,153,32,13,NULL,100000,1988,7,340,0,NULL
baineha01,1299,2866,488,1628,34,34,187,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1014,26867,69,47,17,6,2000000,2000,22,2830,0,N
bakerdo01,38,51,11,22,3,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,68,2077,199,9,40,NULL,115000,1990,7,136,0,NULL
bakerdu01,964,1981,320,1013,137,73,52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1832,48088,136,59,54,2,575000,1985,19,2039,0,N
bakopa01,195,508,98,195,4,9,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,646,17259,334,50,42,NULL,900000,2007,12,789,0,NULL
balbost01,351,714,127,495,1,2,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,606,15845,386,64,521,NULL,900000,1990,11,960,0,NULL
bandoch01,134,292,46,142,1,5,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,367,9900,183,27,23,NULL,325000,1988,9,498,0,NULL
banksbr01,65,122,19,64,8,3,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95,2872,47,10,33,NULL,300000,2003,6,273,0,NULL
bannial01,430,811,143,288,108,37,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,694,18860,1049,110,185,NULL,350000,1985,12,972,0,NULL
barbebr01,163,388,73,133,16,13,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,370,9883,1109,48,206,NULL,958750,1995,6,479,0,NULL
barfije01,715,1219,216,716,66,47,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1263,34326,162,62,48,1,2166667,1992,12,1428,0,NULL
barkegl01,53,38,4,18,30,18,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25,1556,3,2,1,NULL,270000,2001,3,235,0,NULL
barkeke01,32,71,12,36,3,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,66,1762,35,4,53,NULL,205000,2000,5,126,0,NULL
barnesk01,95,159,30,83,20,18,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,122,3872,187,19,37,NULL,265000,1993,9,353,0,NULL
barrema02,418,938,163,314,57,21,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,864,23122,2634,63,581,NULL,1000000,1990,10,941,0,NULL
barremi01,398,925,220,424,11,17,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,936,24855,552,74,68,NULL,4533333,2007,12,1054,0,NULL
barroto01,22,54,12,24,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51,1364,3,2,1,NULL,150000,1997,2,58,0,NULL
barryje01,25,53,18,28,0,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43,1295,5,0,0,NULL,202000,1999,3,104,0,NULL
barteki01,69,90,12,33,36,19,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,104,3173,4,6,0,NULL,270000,2001,6,243,0,NULL
basske01,609,1308,248,611,151,73,63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1148,30997,73,43,16,1,2000000,1992,14,1571,0,NULL
batesbi01,11,6,1,2,8,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,399,50,4,13,NULL,100000,1990,2,29,0,NULL
batesja01,88,162,38,69,5,8,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,143,4313,459,17,104,NULL,325000,1998,4,319,0,NULL
bathebi01,15,39,4,29,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36,970,12,2,2,NULL,120000,1990,3,121,0,NULL
batiski01,59,154,23,64,4,6,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,157,4494,372,47,61,NULL,175000,1994,5,251,0,NULL
batisto01,625,1146,226,718,47,26,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1103,29613,2578,130,411,2,6400000,2003,11,1309,0,NULL
battlal01,33,57,8,7,13,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55,1588,2,2,1,NULL,117000,1996,2,108,0,NULL
baughju01,28,55,11,20,13,4,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,59,1603,172,9,26,NULL,215000,1999,2,79,0,NULL
bautida01,317,685,121,319,37,16,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,599,16629,30,22,5,NULL,4000000,2004,12,895,0,NULL
baylodo01,1236,2135,366,1276,285,120,91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,911,24229,110,58,80,1,810000,1985,19,2292,0,N
beamotr01,16,40,9,15,3,3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,663,3,3,0,NULL,187500,1998,3,95,0,NULL
beanbi01,42,108,20,53,3,8,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,96,3094,16,4,11,NULL,145000,1994,6,272,0,NULL
beanebi01,30,66,14,29,5,5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73,1991,3,1,1,NULL,70500,1989,6,148,0,NULL
beckeri01,345,570,100,243,66,26,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,549,15175,54,27,21,NULL,1550000,1998,8,789,0,NULL
belchke01,4,2,1,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,111,0,0,0,NULL,100000,1990,1,16,0,NULL
belinst01,1,4,1,3,0,0,0,41,37,0,79,590,85,285,622,4.862142857142857,336,0,2056,52,3,4,NULL,1600000,1994,12,586,586,NULL
bellde01,642,1262,232,668,170,51,30,0,0,0,0,3,0,3,0,36,5,1131,30234,95,67,22,NULL,5000000,2001,11,1210,1,NULL
beller01,0,0,0,0,0,0,0,15,18,2,0,238,38,112,152,4.915,150,34,704,23,0,2,NULL,157500,1992,6,68,68,NULL
bellro01,2,5,2,0,0,0,0,34,37,2,0,757,125,288,421,6.01,465,108,2058,68,6,3,NULL,800000,2005,7,151,151,NULL
beltrri01,1,2,1,0,0,0,0,2,3,0,1,110,13,43,106,11.950000000000001,59,5,319,18,1,1,NULL,215000,1999,5,78,78,NULL
benesal01,6,22,6,8,0,0,0,29,28,5,1,493,59,220,401,5.241111111111111,284,70,1482,40,3,8,NULL,550000,1999,8,115,115,NULL
benesan01,48,106,21,50,0,0,0,155,139,21,1,2377,289,909,2000,4.1273333333333335,1206,387,7516,241,10,17,1,6666667,2001,14,405,403,NULL
benitar01,0,0,0,2,0,0,0,40,47,0,289,545,95,403,946,3.37,296,0,2337,40,7,1,2,9866219,2007,15,762,762,N
benjami01,227,442,109,169,44,14,19,0,0,0,0,0,0,0,0,0,0,500,14342,1649,46,318,NULL,925000,2002,13,818,1,NULL
benneer01,0,0,0,0,0,0,0,2,0,0,1,33,7,16,13,3.95,24,0,83,5,0,0,NULL,109000,1996,2,25,25,NULL
bennesh01,0,0,0,0,0,0,0,5,7,0,1,142,14,57,71,7.656666666666666,88,1,377,15,0,1,NULL,230000,1999,3,83,83,NULL
bensokr01,23,42,7,22,0,0,0,70,75,8,0,1292,152,441,806,4.886,681,200,3731,157,10,16,NULL,8333333,2006,9,208,206,NULL
