playerID,B_AB,B_R,B_H,B_HR,B_RBI,B_SB,B_SO,PI_W,PI_L,PI_CG,PI_SV,PI_H,PI_HR,PI_BB,PI_SO,PI_AVG_ERA,PI_R,FI_GS,FI_InnOuts,FI_A,FI_E,FI_DP,ASF_NUM_YEARS,MAX_SAL,MAX_SAL_YEAR,A_YP,A_G_ALL,A_GP,inducted
perezto02,10,23,7,5,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,699,56,4,7,NULL,127500,1992,4,69,0,NULL
perryge01,383,832,150,396,142,75,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,649,17447,385,81,477,1,1166667,1992,13,1193,0,NULL
perryhe01,241,461,102,246,12,8,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,399,10726,652,42,128,NULL,1700000,2004,9,529,0,NULL
petagro01,48,83,17,54,1,2,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,69,2246,62,3,52,NULL,450000,2006,7,242,0,NULL
petrage01,184,501,83,192,8,6,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,450,12259,244,48,45,NULL,675000,1992,12,809,0,NULL
pettiga01,568,855,109,259,354,104,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,966,26451,63,44,21,NULL,1053334,1992,11,1183,0,NULL
phelpke01,308,443,64,313,10,7,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,110,2897,70,13,96,NULL,825000,1990,11,761,0,NULL
philljr01,52,94,19,67,2,1,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,111,3102,64,13,78,NULL,250000,1998,7,242,0,NULL
phillto02,1300,2023,360,819,177,114,44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1903,50617,3491,236,652,NULL,4366667,1995,18,2161,0,N
piazzmi01,1048,2127,344,1335,17,20,146,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1673,42224,768,132,133,12,16071429,2005,16,1912,0,Y
picciro01,192,381,56,109,9,11,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,469,13583,1417,71,268,NULL,100000,1985,9,731,0,NULL
pirklgr01,12,26,4,16,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,465,11,1,14,NULL,112500,1995,4,45,0,NULL
plantph01,260,457,90,292,13,15,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,478,12182,40,20,7,NULL,2000000,1995,8,610,0,NULL
polcoke01,55,107,28,35,6,5,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,132,3530,461,32,81,NULL,200000,1998,2,165,0,NULL
polidgu01,33,90,15,35,3,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,108,3297,297,15,45,NULL,185000,1990,7,229,0,NULL
polonlu01,728,1417,189,405,321,145,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,952,25375,67,36,14,NULL,2475000,1993,12,1379,0,NULL
porteda02,765,1369,237,826,39,37,106,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1430,37855,755,134,106,4,740000,1985,17,1782,0,N
posadjo01,900,1664,379,1065,20,21,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1476,39356,715,92,104,5,13100000,2011,17,1829,0,N
posesc01,52,75,7,21,9,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39,1403,5,1,2,NULL,232500,2000,4,202,0,NULL
powelal01,19,32,9,16,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35,1041,2,2,4,NULL,125000,1992,2,71,0,NULL
powelda01,19,20,4,5,3,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,569,0,1,0,NULL,200000,1999,4,70,0,NULL
prattto02,194,404,84,224,6,2,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,426,12098,162,23,38,NULL,875000,2004,14,662,0,NULL
preslji01,413,875,181,495,9,14,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,926,24223,1739,129,179,1,640000,1990,8,959,0,NULL
pridecu01,132,199,39,82,29,14,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,119,3450,1,6,0,NULL,216000,1998,11,421,0,NULL
princto01,113,248,66,140,9,8,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,332,9606,214,19,25,NULL,450000,2003,17,519,0,NULL
pritcch01,16,33,3,11,3,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33,1001,33,2,24,NULL,171000,1998,4,61,0,NULL
pryorgr01,204,471,85,146,11,12,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,533,15262,1643,88,250,NULL,316667,1985,10,789,0,NULL
puckeki01,1071,2304,414,1085,134,76,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1684,43871,143,51,37,10,7200000,1997,12,1783,0,Y
puhlte01,676,1361,226,435,217,99,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1193,32034,57,18,19,1,950000,1989,15,1531,0,N
pulliha01,31,49,11,22,0,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33,1096,3,4,0,NULL,150000,1997,6,123,0,NULL
quinlto01,8,9,3,5,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,494,28,3,1,NULL,125000,1996,4,42,0,NULL
muntesc01,1,1,1,1,0,0,0,3,2,0,0,84,2,34,22,5.173333333333333,42,0,216,15,0,4,NULL,334000,2006,3,84,84,NULL
murphda07,440,950,203,472,54,28,23,0,0,0,0,3,1,1,1,0,5,832,22522,49,16,11,NULL,6000000,2015,10,1110,2,NULL
murphjr01,69,146,32,61,0,0,1,0,0,0,0,10,3,3,0,13.5,9,174,5021,112,13,8,NULL,528700,2016,8,284,3,NULL
myersbr01,22,63,11,12,0,0,0,97,96,12,40,1725,247,556,1379,4.446923076923077,864,252,5130,224,10,14,NULL,12083333,2009,12,383,381,NULL
nancesh01,0,1,0,1,0,0,0,1,3,0,0,57,8,26,39,4.97,30,0,129,5,1,1,NULL,307500,2004,3,49,49,NULL
narvech01,6,25,3,13,0,0,0,30,19,0,0,428,58,161,364,4.7725,236,65,1306,64,5,1,NULL,1200000,2016,8,118,118,NULL
nathajo01,4,10,3,4,0,0,0,64,34,0,377,690,84,344,976,2.2,317,29,2770,82,7,6,6,11250000,2011,16,787,787,NULL
nealbl01,0,0,0,0,0,0,0,5,4,0,0,161,13,51,93,6.138333333333333,74,0,372,13,0,2,NULL,321000,2005,5,113,113,NULL
nelsoji02,3,19,2,7,0,0,0,34,48,1,0,643,69,253,622,3.8371428571428576,341,108,1987,71,10,5,NULL,522300,2016,7,147,147,NULL
nelsojo01,1,0,0,0,0,0,0,7,2,0,13,136,20,84,154,12.174999999999999,83,0,456,14,1,1,NULL,1300000,2009,6,157,157,NULL
nesbian01,0,0,0,0,0,0,0,1,1,0,0,22,2,8,14,5.4,14,0,65,2,0,0,NULL,508500,2016,1,24,24,NULL
neshepa01,0,0,0,0,0,0,0,36,25,0,16,375,57,133,471,3.0928571428571425,167,0,1464,56,2,2,2,6500000,2016,13,544,544,NULL
neugeni01,0,2,1,1,0,0,0,2,8,0,0,62,11,50,58,6.109999999999999,38,14,184,4,0,0,NULL,305000,2003,2,14,14,NULL
neumi01,0,0,0,0,0,0,0,0,0,0,1,48,3,28,22,4.07,20,0,138,12,0,0,NULL,300000,2003,2,33,33,NULL
nicasju01,5,15,2,9,0,0,0,40,46,0,9,769,83,260,668,7.003333333333333,402,82,2161,83,6,4,NULL,3000000,2016,10,365,364,NULL
niemaje01,0,1,0,0,0,0,0,40,26,4,0,523,65,177,409,4.106,264,92,1633,54,1,8,NULL,2750000,2012,5,97,97,NULL
niesejo01,27,52,7,19,0,0,0,69,68,3,0,1279,131,367,914,5.088000000000001,603,197,3568,208,11,11,NULL,9000000,2016,9,216,211,NULL
nievefe01,0,5,0,2,0,0,0,8,11,0,0,177,34,84,143,5.3975,97,19,557,17,0,4,NULL,414000,2010,4,99,99,NULL
nifu01,0,0,0,0,0,0,0,0,1,0,0,47,5,30,43,4.63,28,0,162,7,0,0,NULL,407500,2010,2,58,58,NULL
nippedu01,0,1,0,0,0,0,0,14,16,0,0,290,35,136,214,6.2250000000000005,163,23,804,22,3,2,NULL,665000,2010,6,119,119,NULL
noesihe01,0,3,0,0,0,0,0,12,34,1,0,463,72,160,303,9.42875,271,57,1269,41,3,6,NULL,1950000,2015,6,119,119,NULL
nolasri01,19,51,12,26,0,0,0,114,118,12,0,2045,239,460,1513,4.6642857142857155,1023,312,5663,184,16,12,NULL,12000000,2016,12,330,330,NULL
nomurta01,0,0,0,0,0,0,0,0,0,0,0,11,2,18,9,8.56,14,0,41,1,0,0,NULL,430000,2002,1,21,21,NULL
norbejo01,0,0,0,0,0,0,0,4,3,0,1,61,8,51,65,5.573333333333333,36,0,236,7,3,0,NULL,482500,2012,3,78,78,NULL
norribu01,10,32,5,12,0,0,0,67,90,0,47,1220,156,485,1153,4.7130769230769225,654,188,3664,132,18,10,NULL,8800000,2015,10,357,355,NULL
norrida01,2,2,0,2,0,0,0,20,34,0,1,533,76,184,468,4.758,283,83,1533,48,4,1,NULL,514500,2016,8,168,167,NULL
nortoph01,1,2,0,0,0,0,0,2,6,0,0,94,10,54,61,5.5675,57,2,277,15,0,2,NULL,303500,2004,3,92,92,NULL
novaiv01,2,6,0,0,0,0,0,90,77,10,1,1463,185,368,963,4.933333333333334,702,227,4043,142,13,11,NULL,4100000,2016,11,240,240,NULL
nunezed02,353,776,148,309,142,38,6,0,0,0,0,1,1,0,0,9,1,651,17720,1305,88,210,1,1475000,2016,11,858,1,NULL
nunezfr01,0,0,0,0,0,0,0,1,3,0,0,16,1,11,16,8.355,14,0,47,1,0,0,NULL,316000,2005,2,13,13,NULL
nunezjo02,0,0,0,0,0,0,0,4,2,0,0,62,7,26,60,5.603333333333333,35,0,180,6,2,0,NULL,245000,2002,2,63,63,NULL
nunezle01,0,0,0,0,0,0,0,21,23,0,93,382,50,133,314,4.30625,196,6,1166,32,3,4,NULL,6000000,2012,8,349,349,NULL
nunovi01,2,4,0,2,0,0,0,8,21,0,0,377,65,105,312,4.12625,179,41,1131,42,1,2,NULL,532900,2016,6,155,155,NULL
oberhbr01,0,1,0,0,0,0,0,14,23,2,1,365,41,87,220,4.997999999999999,167,44,972,37,3,3,NULL,518000,2016,4,82,82,NULL
obermwe01,5,22,5,6,0,0,0,11,22,1,0,379,42,141,166,6.886000000000001,220,48,946,41,1,3,NULL,342000,2005,5,83,80,NULL
oconnmi01,2,2,0,1,0,0,0,4,10,0,0,112,18,59,71,6.833333333333333,76,21,362,10,1,0,NULL,380000,2007,3,35,35,NULL
odayda01,0,0,0,0,0,0,0,40,19,0,21,439,61,162,611,2.572666666666666,177,0,1762,64,7,4,1,5854712,2016,14,616,616,NULL
odorija01,0,2,0,3,0,0,0,68,63,0,1,1031,157,392,1086,4.296,536,215,3441,85,7,6,1,522000,2015,10,220,219,NULL
oflaher01,0,0,0,0,0,0,0,23,15,0,1,407,28,153,318,5.840769230769229,191,0,1249,60,1,2,NULL,5500000,2015,12,496,496,NULL
ogandal01,1,3,0,0,0,0,0,33,19,1,4,442,53,186,408,5.495000000000001,211,48,1513,44,3,1,1,2625000,2014,8,284,284,NULL
ohkato01,8,33,2,15,1,0,0,51,68,5,0,1182,140,302,590,4.608333333333333,568,178,3210,148,15,14,NULL,4530000,2006,10,204,202,NULL
ohlenro01,5,10,0,5,0,0,0,30,41,0,3,620,90,222,444,5.129,332,80,1760,58,10,4,NULL,2025000,2011,9,209,209,NULL
ohmanwi01,0,2,0,1,0,0,0,12,16,0,3,322,42,159,336,4.931818181818181,175,0,1059,30,0,3,NULL,2500000,2012,10,483,483,NULL
ojedaau01,135,249,44,81,7,4,11,0,0,0,0,0,0,0,0,0,0,252,7734,794,23,155,NULL,825000,2010,9,502,1,NULL
okajihi01,0,0,0,0,0,0,0,17,8,0,6,228,27,88,216,3.215,87,0,751,34,1,2,1,2750000,2010,6,266,266,NULL
olmosed01,0,0,0,0,0,0,0,1,1,0,0,23,3,11,6,5.85,17,2,57,2,1,0,NULL,512500,2015,2,11,11,NULL
olsenke01,0,1,0,0,0,0,0,0,5,0,0,93,7,37,63,6.16,51,10,248,6,1,1,NULL,200000,2002,3,28,28,NULL
olsensc01,8,32,5,15,0,0,0,37,49,0,0,778,108,291,528,4.9366666666666665,446,127,2169,85,5,3,NULL,2800000,2009,6,132,130,NULL
olsonga01,1,1,0,1,0,0,0,14,22,0,1,336,46,143,193,22.44333333333333,205,44,863,25,7,1,NULL,430000,2011,6,104,104,NULL
omogrbr01,0,0,0,0,0,0,0,0,2,0,0,48,5,18,34,5.97,24,0,112,1,0,0,NULL,492000,2013,2,29,29,NULL
ondrulo01,0,0,0,0,0,0,0,21,11,0,2,267,35,114,218,4.983333333333333,132,0,831,39,2,5,NULL,1350000,2014,6,288,288,NULL
oropeed01,0,0,0,0,0,0,0,8,4,0,0,99,11,72,78,7.965,79,0,276,19,2,1,NULL,600000,2004,4,125,125,NULL
ortegan01,0,0,0,0,0,0,0,0,2,0,0,19,4,6,7,9.24,15,3,38,2,0,0,NULL,400000,2010,1,3,3,NULL
ortizjo05,0,0,0,0,0,0,0,2,2,0,0,46,5,10,27,4.23,26,0,134,5,0,0,NULL,490000,2013,1,32,32,NULL
orvelch01,0,0,0,0,0,0,0,4,10,0,1,101,13,53,66,8.543333333333335,65,0,247,7,2,0,NULL,400700,2008,3,69,69,NULL
osorifr01,1,2,0,1,0,0,0,4,9,0,0,175,20,37,72,5.4775,87,0,409,23,2,2,NULL,393000,2008,4,104,104,NULL
osullse01,3,4,2,0,0,0,0,13,23,0,0,398,59,115,158,5.5675,226,56,971,31,3,2,NULL,420500,2011,7,71,71,NULL
oswalro01,30,101,7,36,0,0,0,163,102,20,0,2199,197,520,1852,3.7314285714285718,897,342,6742,310,9,31,3,16000000,2011,13,370,366,NULL
oteroda01,0,0,0,0,0,0,0,22,8,0,3,433,37,56,262,3.8375000000000004,167,0,1211,68,1,10,NULL,520000,2016,8,358,358,NULL
otsukak01,0,0,0,0,0,0,0,13,15,0,39,190,12,80,217,2.4899999999999998,71,0,696,30,5,4,NULL,3000000,2007,4,236,236,NULL
ottavad01,1,2,0,0,0,0,0,32,31,0,30,485,53,258,648,3.765454545454545,240,3,1679,48,8,2,NULL,1300000,2016,11,533,532,NULL
outmajo01,0,1,0,1,0,0,0,16,11,0,0,276,28,115,226,3.934285714285714,145,32,823,34,3,4,NULL,1250000,2014,6,162,161,NULL
overbly01,645,1355,356,675,19,7,57,0,0,0,0,0,0,0,0,0,0,1333,35779,1000,68,1125,NULL,7950000,2010,14,1587,1,NULL
owenshe01,0,0,0,0,0,0,0,2,0,0,4,23,3,14,18,5.48,11,0,81,2,0,0,NULL,390000,2008,2,25,25,NULL
owingch01,256,540,122,220,78,16,13,0,0,0,0,6,2,1,0,21.6,4,552,14864,1135,45,236,NULL,530500,2016,9,685,1,NULL
owingmi01,27,58,14,35,0,0,0,32,33,2,1,468,64,208,347,4.555,280,68,1449,56,6,4,NULL,500000,2012,6,183,138,NULL
padilju01,0,1,0,0,0,0,0,4,1,0,1,63,7,25,34,5.376666666666666,29,0,186,9,0,3,NULL,384000,2007,2,42,42,NULL
padilvi01,13,27,4,17,0,0,0,108,91,4,6,1612,181,551,1121,5.046875,823,237,4714,204,17,12,1,12000000,2009,14,386,386,NULL
palmema01,1,2,0,0,0,0,0,13,7,1,0,181,15,94,98,6.348000000000001,101,20,556,19,2,3,NULL,420000,2010,5,63,63,NULL
papeljo01,0,0,0,0,0,0,0,41,36,0,368,572,57,185,808,2.526923076923077,226,3,2177,45,9,1,6,13000000,2015,12,689,689,NULL
parkech01,0,0,0,0,0,0,0,0,1,0,0,8,2,1,1,21,7,1,9,2,0,0,NULL,218600,2002,1,1,1,NULL
parkeja02,0,1,1,0,0,0,0,25,16,1,0,348,36,127,275,2.48,163,62,1152,37,7,2,NULL,850000,2016,3,62,62,NULL
parnebo01,1,1,0,0,0,0,0,20,28,0,37,347,19,138,297,4.883333333333333,167,8,1010,63,3,6,NULL,3700000,2015,9,335,335,NULL
paronch01,0,0,0,0,0,0,0,6,12,0,1,200,21,66,107,5.962857142857142,108,0,550,27,0,3,NULL,420000,2007,7,177,177,NULL
parrage01,633,1335,269,532,97,55,49,0,0,0,0,1,0,4,0,0,5,1170,32176,127,46,45,NULL,8000000,2016,12,1519,1,NULL
parrama01,10,27,11,13,0,0,0,29,41,0,1,693,70,301,592,4.56,380,74,1884,66,8,3,NULL,3500000,2015,8,322,322,NULL
parrijo01,0,0,0,0,0,0,0,14,14,0,1,280,27,189,225,4.578888888888889,156,16,833,40,11,2,NULL,612500,2006,8,184,183,NULL
paterjo01,0,0,0,0,0,0,0,0,3,0,1,49,3,19,30,19.4125,28,0,121,10,1,0,NULL,497500,2013,4,73,73,NULL
pattejo02,4,14,3,2,0,0,0,18,25,2,1,435,60,179,415,4.89,226,78,1363,40,2,2,NULL,850000,2007,6,88,88,NULL
pattoda01,0,0,0,0,0,0,0,3,1,0,0,31,4,19,23,6.83,22,0,83,2,1,0,NULL,400000,2009,1,20,20,NULL
pattotr01,0,1,0,0,0,0,0,5,4,0,0,154,20,43,135,3.3185714285714285,64,2,507,13,1,3,NULL,1275000,2014,6,151,151,NULL
pauleda01,0,0,0,0,0,0,0,9,19,0,0,234,24,68,122,6.575714285714286,115,20,629,22,0,1,NULL,422000,2011,5,91,91,NULL
paulife01,1,8,1,1,0,0,0,13,34,0,0,455,51,172,373,6.131428571428571,257,65,1211,49,5,4,NULL,1900000,2012,6,97,97,NULL
paxtoja01,1,0,0,1,0,0,0,57,33,2,0,684,81,231,831,4.02,333,137,2264,53,6,2,NULL,519000,2015,9,137,137,NULL
peacobr01,1,2,1,2,0,0,0,34,31,0,3,490,79,241,590,5.322,276,84,1680,49,7,2,NULL,515800,2015,10,183,183,NULL
pearste01,0,0,0,0,0,0,0,0,0,0,0,8,2,2,4,10.5,7,0,18,0,0,0,NULL,200000,2002,1,4,4,NULL
peavyja01,48,87,17,33,0,2,0,152,126,15,0,2134,259,708,2207,3.657222222222222,1011,377,7131,270,16,20,3,17000000,2012,15,393,388,NULL
munsoer01,97,226,37,147,4,2,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,266,7056,370,41,58,NULL,1700000,2003,9,361,0,NULL
murphda08,710,1572,371,735,68,25,56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1269,33484,2467,125,769,3,8000000,2016,12,1452,0,NULL
murphdo01,102,178,46,119,7,4,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,210,5757,491,19,110,NULL,825000,2014,9,335,0,NULL
murphto03,14,23,5,8,4,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24,822,3,0,2,NULL,382500,2007,2,68,0,NULL
murtoma01,134,272,46,112,10,3,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,234,6178,8,9,5,NULL,415000,2007,5,346,0,NULL
myerswi01,493,873,193,480,103,31,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,865,22939,233,29,316,1,523900,2016,9,986,0,NULL
nadyxa01,365,797,159,410,19,8,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,728,19127,174,31,146,NULL,6550000,2009,12,961,0,NULL
napolmi01,697,1125,224,744,39,24,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1135,30108,647,91,511,1,16000000,2015,12,1392,0,NULL
naquity01,179,368,78,191,16,11,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,360,9556,29,6,3,NULL,507500,2016,6,452,0,NULL
navada01,224,452,103,206,10,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,429,11598,48,12,22,NULL,1850000,2015,7,589,0,NULL
navardi01,322,802,142,367,14,12,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,820,21989,422,67,54,1,5000000,2015,13,1009,0,NULL
navaref01,36,78,16,22,2,6,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71,2212,26,2,34,NULL,511000,2015,6,157,0,NULL
navarya01,19,37,3,20,0,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43,1238,77,6,14,NULL,483000,2012,4,79,0,NULL
negrokr01,47,83,14,32,10,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92,2646,185,5,36,NULL,512500,2015,6,170,0,NULL
nelsobr02,0,2,2,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,48,0,0,0,NULL,400000,2009,2,28,0,NULL
nelsoch01,96,221,39,100,9,5,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,201,5538,407,31,50,NULL,491000,2013,5,282,0,NULL
newhada01,148,249,37,120,29,6,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,191,5247,127,12,32,NULL,575000,2007,8,413,0,NULL
nickemi01,12,31,4,19,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,53,1417,27,3,3,NULL,480880,2012,4,74,0,NULL
niekrla01,61,123,26,79,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,108,2968,76,10,99,NULL,390000,2007,4,195,0,NULL
nieuwki01,128,216,59,117,20,15,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,237,6534,17,8,2,NULL,525415,2015,6,414,0,NULL
nievewi01,88,281,54,114,3,2,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,308,8381,167,28,20,NULL,1125000,2014,12,427,0,NULL
nishits01,14,50,5,20,2,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,68,1752,197,14,48,NULL,3000000,2011,2,71,0,NULL
nivarra01,13,27,1,12,5,4,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32,879,4,3,1,NULL,300000,2004,3,42,0,NULL
nixja01,143,277,55,130,36,11,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,356,9535,876,47,156,NULL,950000,2014,7,466,0,NULL
nixla01,235,460,110,249,9,5,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,452,12156,32,16,26,NULL,1350000,2013,11,758,0,NULL
norride01,242,453,98,247,26,6,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,513,13877,249,38,29,1,2925000,2016,6,610,0,NULL
nunezab02,42,63,10,35,1,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71,2150,3,1,0,NULL,300000,2004,2,136,0,NULL
odorro01,471,814,158,497,62,50,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,903,23858,2389,108,661,NULL,522700,2016,8,960,0,NULL
ojedami01,49,109,17,72,2,3,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,121,3418,53,9,7,NULL,350000,2006,4,212,0,NULL
olivehe01,6,24,5,13,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,633,23,4,2,NULL,4000000,2016,2,30,0,NULL
olivomi01,435,905,177,490,53,34,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,953,25447,502,84,70,NULL,3750000,2012,13,1124,0,NULL
olmedra01,53,102,18,27,6,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92,2919,310,21,65,NULL,322000,2005,6,218,0,NULL
oltmi01,32,59,9,43,1,3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,94,2380,118,16,18,NULL,520000,2015,3,135,0,NULL
ordonma01,1076,2156,426,1236,94,50,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1701,43677,108,44,20,6,18971596,2009,15,1848,0,N
orlanpa01,98,230,44,81,18,7,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,218,6120,13,10,3,NULL,514250,2016,4,278,0,NULL
orrpe01,94,177,24,46,19,7,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,118,3387,349,20,71,NULL,600000,2012,8,443,0,NULL
ortizda01,1419,2472,632,1768,17,9,209,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,266,6486,164,22,177,10,16000000,2016,20,2408,0,NULL
ortizjo02,68,109,15,51,6,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,114,2889,298,14,62,NULL,232000,2002,3,136,0,NULL
ortmeda01,25,65,14,24,5,3,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,57,1650,18,0,13,NULL,392000,2008,4,124,0,NULL
owensje01,49,103,10,18,36,9,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90,2488,1,2,1,NULL,397500,2008,4,129,0,NULL
ozunama01,526,1080,182,620,26,13,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,973,25628,53,28,9,2,570000,2016,9,1039,0,NULL
ozunapa01,83,191,29,45,29,17,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,152,4277,300,23,43,NULL,1050000,2008,7,309,0,NULL
pachejo01,98,293,62,114,8,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,244,6404,233,27,87,NULL,900000,2015,6,377,0,NULL
paganan01,584,1143,220,414,176,51,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,982,25960,44,39,11,NULL,11250000,2016,11,1124,0,NULL
panikjo01,340,733,136,258,22,7,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,690,18636,1806,44,442,1,545000,2016,8,818,0,NULL
paredji01,104,239,42,100,19,14,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,144,3926,144,20,14,NULL,520000,2016,6,332,0,NULL
parmech01,89,227,48,98,1,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,234,6319,95,9,113,NULL,497500,2013,6,311,0,NULL
parrian01,19,43,11,14,2,0,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,67,1940,188,8,38,NULL,492500,2013,5,131,0,NULL
pastoty01,30,58,7,15,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,57,1376,117,8,30,NULL,500000,2014,3,124,0,NULL
