playerID,B_G,B_AB,B_R,B_H,B_HR,B_RBI,B_SB,B_SO,PI_W,PI_L,PI_G,PI_CG,PI_SV,PI_H,PI_ER,PI_HR,PI_BB,PI_SO,PI_ERA,PI_R,FI_G,FI_GS,FI_InnOuts,FI_A,FI_E,FI_DP,ASF_NUM_YEARS,MAX_SAL,MAX_SAL_YEAR,inducted
duffyhu01,1737,1554,2293,325,1302,574,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1727,21,45348,346,247,53,NULL,NULL,NULL,Y
bancrda01,1913,1048,2004,320,591,145,75,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1892,0,0,6604,666,1027,NULL,NULL,NULL,Y
knabeot01,1278,572,1103,178,365,143,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1252,524,13929,3595,290,485,NULL,NULL,NULL,N
bolinbo01,496,39,69,9,35,1,0,0,88,75,495,32,50,1364,596,164,597,1175,45.09,687,495,164,4730,190,15,6,NULL,NULL,NULL,N
santolo99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
bridgto01,424,83,181,27,72,0,0,0,194,138,424,200,10,2675,1122,181,1192,1674,59.53,1321,424,0,0,469,24,23,6,NULL,NULL,N
stargwi01,2360,1194,2232,423,1540,17,16,227,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2144,2044,53872,486,151,713,7,NULL,NULL,Y
mcgresc01,357,0,0,0,0,0,0,0,138,108,356,83,5,2245,949,235,518,904,57.879999999999995,1031,356,309,6422,317,9,18,1,1066171,1988,N
beaumgi01,1463,955,1759,182,617,254,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1409,741,36630,168,141,53,NULL,NULL,NULL,N
chapmra01,1051,671,1053,162,364,233,47,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1044,0,0,3182,358,367,NULL,NULL,NULL,N
herzobu01,1493,705,1370,191,445,320,53,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1471,185,5031,3949,407,508,NULL,NULL,NULL,N
macphla99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
gullibi01,398,30,81,16,27,0,1,0,162,136,398,54,0,2659,1118,282,622,1279,56.72,1228,398,390,7680,277,16,18,NULL,2400000,1994,N
winnra01,1717,863,1759,367,662,215,84,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1606,1491,40108,78,31,13,1,9600000,2009,N
deandi01,325,76,161,23,76,5,0,0,150,83,317,154,30,1919,661,95,453,1163,47.24,774,317,0,0,283,15,15,4,NULL,NULL,Y
chapmbe01,1717,1144,1958,407,977,287,135,0,8,6,25,8,0,147,69,7,71,65,16.64,77,1673,0,0,512,174,84,4,NULL,NULL,N
burgesm01,1691,485,1318,230,673,13,14,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1139,808,21318,441,71,63,6,NULL,NULL,N
dawsoan01,2627,1373,2774,503,1591,314,109,143,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2323,2303,60159,157,93,30,8,4875000,1993,Y
hennemi01,561,0,0,0,0,0,0,0,57,42,561,0,193,686,261,47,271,533,36.59,301,561,0,2198,83,9,8,1,4833334,1995,N
belleal01,1539,974,1726,389,1239,88,41,91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1311,1306,34152,91,66,18,5,13000000,2003,N
loducpa01,1082,483,1112,222,481,20,19,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1068,968,25801,532,75,112,4,6599206,2006,N
rickebr01,120,38,82,8,39,8,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,99,90,2403,75,31,7,NULL,NULL,NULL,Y
truckvi01,517,63,171,23,70,1,1,0,177,135,517,124,30,2416,1009,188,1088,1534,68.59,1124,517,82,2212,420,27,14,2,NULL,NULL,N
grantfr99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
whitero02,1474,756,1519,296,768,94,47,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1246,1216,31068,50,35,14,1,5500000,2003,N
hutchfr01,354,71,171,23,83,6,1,0,95,71,242,81,7,1487,606,126,388,591,38.1,681,243,0,0,310,13,24,1,NULL,NULL,N
killeha01,2435,1283,2086,290,1584,19,18,160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2241,2120,54141,1963,215,767,11,NULL,NULL,Y
fairlro01,2442,931,1913,307,1044,35,33,129,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2255,1851,50279,773,122,867,2,NULL,NULL,N
dunnja01,490,197,397,54,164,55,0,0,64,59,142,103,3,1217,492,30,334,171,55.32,664,477,45,11181,910,150,72,NULL,NULL,NULL,N
rowesc01,491,116,239,36,153,3,2,0,158,101,382,137,12,2332,955,132,558,913,63.05,1075,382,0,0,421,14,24,3,NULL,NULL,N
sanguma01,1448,566,1500,205,585,35,38,96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1241,1185,31667,575,105,112,3,NULL,NULL,N
mayle01,2071,959,2031,340,1244,39,35,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1595,1542,39893,900,90,1236,3,NULL,NULL,N
mondari01,1986,950,1619,248,775,98,91,107,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1742,1616,42802,118,81,45,2,NULL,NULL,N
cartejo01,2189,1170,2184,432,1445,231,66,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2040,1940,50758,281,118,221,5,7500000,1995,N
jeffegr01,1465,761,1593,300,663,196,63,59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1372,1324,34110,1518,100,481,2,6000000,1998,N
mcveyca01,530,555,869,133,449,26,2,0,10,12,34,12,5,235,75,3,16,37,19.29,141,606,145,14100,351,320,98,NULL,NULL,NULL,N
doylela01,1766,960,1887,299,793,298,27,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1728,465,12207,4655,443,694,NULL,NULL,NULL,N
steinha01,1647,759,1578,284,762,202,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1643,932,43383,3471,463,269,NULL,NULL,NULL,N
wrighgl01,1119,584,1219,203,723,38,13,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1074,0,0,3504,357,705,NULL,NULL,NULL,N
sukefcl01,486,122,326,50,96,12,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,399,0,0,190,33,29,NULL,NULL,NULL,N
stephjo03,12,0,0,0,0,0,0,0,2,5,12,0,0,68,44,13,22,56,6.09,44,12,11,195,10,1,1,NULL,NULL,NULL,N
gosgeji01,705,197,411,67,177,25,18,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,580,440,12408,36,18,23,NULL,NULL,NULL,N
smithhi99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
mendejo99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
houttar01,330,37,99,12,37,2,1,0,87,91,325,78,20,1646,715,136,516,639,81.91,810,325,42,1109,339,17,28,1,NULL,NULL,N
flanami01,529,0,0,0,0,0,0,0,167,143,526,101,4,2806,1199,251,890,1491,77.30999999999999,1301,526,404,8310,430,11,26,1,1037500,1990,N
houghch01,858,7,33,4,13,0,0,0,216,216,858,107,61,3283,1582,383,1665,2362,99.23000000000002,1807,858,440,11404,578,22,38,1,1075000,1992,N
jacksmi02,1005,3,5,2,1,0,0,0,62,67,1005,0,142,983,451,127,464,1006,57.27000000000001,492,1005,7,3565,166,9,13,NULL,3000000,2000,N
lyonste01,705,162,364,49,149,0,1,0,260,230,594,356,23,4489,1696,223,1121,1073,78.85999999999999,2056,595,0,0,943,51,57,1,NULL,NULL,Y
russebi01,2181,796,1926,293,627,167,69,106,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2113,1892,51194,5713,355,936,3,450000,1986,N
galaran01,2257,1195,2333,444,1425,128,81,106,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2107,1992,53276,1376,176,1648,5,8500000,2000,N
hernaro01,1010,0,1,0,0,0,0,0,67,71,1010,0,326,1002,411,96,462,945,77.11999999999999,475,1010,3,3214,127,17,8,2,7000000,2012,N
hoopeha01,2309,1429,2466,389,817,375,121,0,0,0,1,0,0,2,0,0,1,0,0,0,2285,224,6039,344,151,81,NULL,NULL,NULL,Y
schulfr01,1806,906,1766,288,792,233,17,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1737,768,20598,194,103,41,NULL,NULL,NULL,N
sparktu01,314,45,92,16,41,0,0,0,121,137,314,203,8,2250,734,33,630,780,48.41,1067,314,169,7011,544,46,20,NULL,NULL,NULL,N
earnsge01,319,61,162,29,70,1,0,0,127,93,319,115,12,1981,933,142,809,1002,55.309999999999995,1063,319,0,0,371,30,17,NULL,NULL,NULL,N
theveto01,1229,380,1030,124,456,23,3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1208,0,0,3621,296,630,NULL,NULL,NULL,N
torrejo01,2209,996,2342,344,1185,23,29,127,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2207,2043,54338,1731,169,735,9,NULL,NULL,Y
whitalo01,2390,1386,2369,420,1084,143,75,79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2308,2146,57204,6653,189,1527,5,3783334,1995,N
odoulle01,970,624,1140,175,542,36,0,0,1,1,34,0,0,104,42,2,49,19,17.32,71,838,0,0,61,62,6,1,NULL,NULL,N
munsoth01,1423,696,1558,229,701,48,50,59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1311,1295,34103,742,130,85,7,NULL,NULL,N
rusieam01,487,209,429,42,176,25,0,0,246,174,463,393,5,3389,1288,75,1707,1950,37.17,2068,485,0,11754,877,127,35,NULL,NULL,NULL,Y
carribi02,709,194,506,67,235,37,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,666,252,6903,863,116,74,NULL,NULL,NULL,N
kuzavbo01,214,21,22,1,10,0,0,0,49,44,213,34,13,849,388,54,415,446,68.84,427,213,12,337,112,9,9,NULL,NULL,NULL,N
gamblos01,1584,656,1195,188,666,47,37,62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,819,724,18662,59,35,17,NULL,NULL,NULL,N
thomago01,1435,681,1051,212,782,50,49,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1167,1067,28722,56,51,15,1,690000,1985,N
stairma01,1895,770,1366,294,899,30,24,59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1071,935,23733,215,40,199,NULL,3200000,2001,N
raschvi01,269,45,112,15,50,0,0,0,132,66,269,106,3,1666,752,139,727,944,60.12000000000001,828,269,48,846,259,8,20,4,NULL,NULL,N
matlajo01,362,32,57,3,23,0,0,0,125,126,361,97,3,2276,835,161,638,1516,45.019999999999996,970,361,318,7089,346,21,14,3,NULL,NULL,N
kileda01,364,38,87,23,40,0,0,0,133,119,359,28,0,2135,992,214,918,1668,49.97,1099,359,331,6496,287,27,22,3,8442981,1999,N
orourji01,1999,1729,2639,468,1208,229,12,0,0,1,6,0,2,17,9,0,2,4,9.27,14,2084,91,53073,951,700,176,NULL,NULL,NULL,Y
southbi01,1192,661,1296,173,561,138,85,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1117,0,0,131,93,33,NULL,NULL,NULL,Y
guidrro01,379,4,0,0,0,0,0,0,170,91,368,95,4,2198,874,226,633,1778,49.58,953,370,323,7180,307,8,19,4,975000,1986,N
frasech01,459,134,235,34,96,19,0,0,175,212,434,342,6,3462,1373,69,1338,1098,51.78000000000001,2000,453,138,10455,950,98,31,NULL,NULL,NULL,N
paganjo01,1326,387,922,138,372,46,35,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1136,954,25723,2292,156,359,NULL,NULL,NULL,N
hardeme01,584,89,199,38,93,2,0,0,223,186,582,181,23,3706,1447,161,1118,1160,81.25,1714,582,0,0,734,45,38,4,NULL,NULL,N
hundlra01,1061,311,813,118,381,12,17,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1026,951,25460,493,61,65,1,NULL,NULL,N
santibe01,1978,755,1830,323,920,91,69,52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1944,1810,48216,968,152,141,5,4000000,1998,N
langebi01,813,691,1056,134,579,400,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,817,0,21360,387,183,76,NULL,NULL,NULL,N
wanerll01,1993,1201,2459,281,598,67,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1821,0,0,157,87,31,1,NULL,NULL,Y
doakbi01,453,40,115,15,30,0,0,0,169,157,453,162,16,2676,920,71,851,1014,62.23,1184,453,0,0,934,43,33,NULL,NULL,NULL,N
edwarha01,735,285,613,116,276,9,22,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,560,0,0,34,21,3,NULL,NULL,NULL,N
boyercl02,1725,645,1396,200,654,41,28,74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1689,1577,42389,3810,198,443,NULL,NULL,NULL,N
jacksso01,936,396,767,81,162,126,51,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,849,747,20417,1820,158,282,NULL,NULL,NULL,N
wiseri01,511,60,130,21,66,0,0,0,188,181,506,138,0,3227,1281,261,804,1647,72.96000000000001,1455,506,455,9380,504,13,46,2,NULL,NULL,N
macphle99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
wilsowi02,2154,1169,2207,281,585,668,134,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2031,1792,48317,76,67,15,2,2112205,1989,N
mazerbi01,2163,769,2016,294,853,27,23,110,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2104,2067,55196,6694,204,1706,7,NULL,NULL,Y
menkede01,1598,605,1270,225,606,34,54,73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1661,1406,38272,3688,218,687,2,NULL,NULL,N
breweji01,586,2,21,2,9,1,0,0,69,65,584,1,132,898,355,92,360,810,63.77,401,584,35,3119,150,10,10,1,NULL,NULL,N
dobsopa01,414,13,39,4,12,0,1,0,122,129,414,74,19,2043,833,197,665,1301,44.41,939,414,279,6359,289,19,14,1,NULL,NULL,N
jonesto02,982,1,4,1,0,0,0,0,58,63,982,0,319,1072,473,93,443,868,79.07000000000001,518,982,1,3216,112,8,6,1,7000000,2008,N
glaustr01,1537,889,1375,293,950,56,29,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1475,1426,37325,2577,180,362,4,12500000,2008,N
shockur01,412,89,167,23,70,1,3,0,187,117,412,200,25,2709,945,126,657,983,36.44,1127,412,0,0,599,15,22,NULL,NULL,NULL,N
rommeed01,507,80,164,23,59,1,3,0,171,119,500,147,29,2729,1006,138,724,599,47.089999999999996,1213,505,0,0,810,32,51,NULL,NULL,NULL,N
conlajo01,128,55,96,18,31,5,5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91,0,0,8,9,2,NULL,NULL,NULL,Y
robinfr02,2808,1829,2943,528,1812,204,77,218,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2450,2372,62807,333,106,263,12,NULL,NULL,Y
kaatji01,1004,117,232,44,106,5,1,1,283,237,898,180,18,4620,1738,395,1083,2461,114.82,2038,898,625,13587,744,56,65,3,NULL,NULL,N
anderga01,2228,1084,2529,522,1365,80,47,104,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1913,1885,49549,109,48,18,3,12600000,2008,N
guillca01,1305,733,1331,266,660,74,47,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1248,1169,30490,2888,165,645,3,13000000,2010,N
severha01,1390,408,1245,204,539,35,19,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1242,0,0,1115,133,102,NULL,NULL,NULL,N
koscoan01,658,204,464,75,267,5,8,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,542,477,12406,73,23,48,NULL,NULL,NULL,N
wittbo01,438,2,9,3,5,0,0,0,142,157,430,47,0,2493,1324,252,1375,1955,95.54999999999998,1449,430,397,7395,294,30,28,NULL,3250000,1998,N
rogerst01,406,47,122,8,39,1,2,0,158,152,399,129,2,2619,1001,151,876,1621,43.1,1122,399,393,8513,462,31,37,5,NULL,NULL,N
mcgwima01,1874,1167,1626,252,1414,12,8,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1791,1742,45300,1073,112,1409,12,11000000,2001,N
bradlbi01,1461,754,1471,275,552,181,0,0,0,0,1,0,0,4,0,0,0,0,0,3,1447,818,36579,3062,355,197,NULL,NULL,NULL,N
johnsju99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
willsma01,1942,1067,2134,177,458,586,208,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1918,1832,48847,5512,331,928,5,NULL,NULL,N
stewaji01,777,164,336,45,112,38,20,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,504,248,7925,541,34,114,NULL,NULL,NULL,N
harvedo99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
wagnebi02,854,1,2,0,1,0,0,0,47,40,853,0,422,601,232,82,300,1196,37.279999999999994,262,853,0,2709,86,5,2,6,10500000,2009,N
robinja02,1382,947,1518,273,734,197,30,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1364,311,7645,2728,117,830,6,NULL,NULL,Y
ramospe01,696,76,109,9,56,2,2,0,117,160,582,73,55,2364,1068,315,724,1305,77.19999999999999,1210,582,268,7065,328,11,33,1,NULL,NULL,N
powelbo01,2042,889,1776,270,1187,20,21,140,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1910,1807,47287,880,133,1133,4,NULL,NULL,N
holtzke01,456,35,99,19,34,0,0,0,174,150,451,127,3,2787,1111,249,910,1601,62.64,1273,451,410,8601,471,26,27,2,NULL,NULL,N
greenmi01,1269,657,1400,275,726,80,43,79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1165,1126,29495,85,43,15,2,3700000,1996,N
hershor01,521,65,163,29,50,8,3,0,204,150,510,68,5,2939,1211,235,1007,2014,73.03,1366,510,467,9391,569,51,44,3,4333333,1993,N
camermi01,1955,1064,1700,383,968,297,83,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1921,1807,48572,76,71,21,1,10000000,2009,N
gleaski01,1968,1022,1946,216,824,329,0,0,138,131,299,240,6,2552,1007,76,906,744,39.97,1511,1971,473,50205,5324,672,609,NULL,NULL,NULL,N
schreos01,895,304,829,136,338,52,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,855,435,21786,995,194,103,NULL,NULL,NULL,N
milancl01,1982,1004,2100,240,617,495,78,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1903,419,11100,294,216,58,NULL,NULL,NULL,N
quinnja01,771,90,248,38,113,5,0,0,247,218,756,243,57,4238,1433,102,860,1329,81.04999999999998,1835,759,42,1065,1240,45,40,NULL,NULL,NULL,N
mostijo01,972,618,1054,209,376,176,105,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,923,0,0,137,85,31,NULL,NULL,NULL,N
krausle02,334,23,47,9,24,1,1,0,68,91,321,21,21,1205,571,137,493,721,50.33,635,321,167,3851,153,9,9,NULL,NULL,NULL,N
strawda01,1583,898,1401,256,1000,221,99,131,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,1357,35362,76,62,24,8,5300000,1995,N
gustifr01,1261,553,1214,222,480,60,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1239,0,0,3323,319,536,3,NULL,NULL,N
pappami01,527,72,132,13,67,1,0,0,209,164,520,129,4,3046,1203,298,858,1728,65.91,1331,521,466,9559,486,23,38,2,NULL,NULL,N
palmeji01,576,52,85,9,41,1,0,0,268,152,558,211,4,3349,1253,303,1311,2212,63.11999999999999,1395,558,521,11843,577,34,53,6,NULL,NULL,Y
bondsba01,2986,2227,2935,601,1996,514,141,688,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2874,2810,72889,173,97,25,14,22000000,2005,N
burkeje01,2067,1720,2850,320,952,389,0,0,3,11,23,6,0,144,76,3,94,84,19.07,129,2080,295,54684,309,388,64,NULL,NULL,NULL,Y
elberki01,1292,647,1235,169,535,213,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1265,689,29286,3774,538,403,NULL,NULL,NULL,N
sullibi03,1147,363,777,119,378,98,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1133,685,25026,1322,151,117,NULL,NULL,NULL,N
mccarjo99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
rootch01,632,86,196,46,93,1,0,0,201,160,632,177,40,3252,1274,187,889,1459,64.35000000000001,1467,632,0,0,506,15,21,NULL,NULL,NULL,N
whiteha01,337,15,37,7,7,0,0,0,46,54,336,23,25,875,387,47,450,349,65.99,443,336,0,15,197,15,13,NULL,NULL,NULL,N
alouje01,1380,448,1216,170,377,31,46,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1051,929,25099,63,58,16,NULL,NULL,NULL,N
parkeda01,2466,1272,2712,526,1493,154,113,170,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1887,1859,49056,152,144,47,7,1600000,1991,N
gracema01,2245,1179,2445,511,1146,70,48,114,0,0,1,0,0,1,1,1,0,0,9,1,2163,2074,55761,1665,110,1533,3,5300000,2000,N
chaseha01,1919,980,2158,322,941,363,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1902,752,19764,1131,423,945,NULL,NULL,NULL,N
grohhe01,1676,918,1774,308,566,180,66,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1644,0,0,3568,223,408,NULL,NULL,NULL,N
willike01,1397,860,1552,285,913,154,106,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1301,0,0,167,137,41,NULL,NULL,NULL,N
torboje01,574,78,297,42,101,3,6,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,559,449,11785,214,32,31,NULL,NULL,NULL,N
willivi01,531,107,248,19,84,3,0,0,249,205,513,388,11,3621,1167,66,1212,1651,34.86000000000001,1620,525,258,12291,1131,72,30,NULL,NULL,NULL,Y
gibsoki01,1635,985,1553,260,870,284,78,72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1239,1183,31227,41,63,12,NULL,1950000,1992,N
karroer01,1755,797,1724,324,1027,59,30,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1698,1661,43608,1359,111,1257,NULL,8375000,2003,N
mungova01,410,56,174,24,74,1,0,0,120,115,364,123,16,1957,815,89,868,1242,49.93000000000001,957,366,0,0,448,23,22,5,NULL,NULL,N
schumha02,450,100,181,23,102,0,0,0,158,121,391,138,7,2424,926,139,902,906,51.52000000000001,1080,393,0,0,646,24,34,2,NULL,NULL,N
keltnke01,1526,737,1570,308,852,39,33,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1501,0,0,3070,171,306,7,NULL,NULL,N
kinerra01,1472,971,1451,216,1015,22,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1440,226,5928,109,91,73,6,NULL,NULL,Y
